sigma_a_Yb:CaF2_x	sigma_a_Yb:CaF2_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
9.17600e+02	2.17837e-21	9.17600e+02	1.66474e-22	9.17600e+02	1.07034e-22	9.17600e+02	1.07034e-22	9.17600e+02	2.17837e-21
9.17950e+02	2.25477e-21	9.17950e+02	1.68394e-22	9.17950e+02	1.13018e-22	9.17950e+02	1.13018e-22	9.17950e+02	2.25477e-21
9.18300e+02	2.32643e-21	9.18300e+02	1.72611e-22	9.18300e+02	1.18956e-22	9.18300e+02	1.18956e-22	9.18300e+02	2.32643e-21
9.18650e+02	2.39664e-21	9.18650e+02	1.82203e-22	9.18650e+02	1.25009e-22	9.18650e+02	1.25009e-22	9.18650e+02	2.39664e-21
9.19000e+02	2.45962e-21	9.19000e+02	1.94766e-22	9.19000e+02	1.30871e-22	9.19000e+02	1.30871e-22	9.19000e+02	2.45962e-21
9.19350e+02	2.51595e-21	9.19350e+02	2.04286e-22	9.19350e+02	1.36554e-22	9.19350e+02	1.36554e-22	9.19350e+02	2.51595e-21
9.19700e+02	2.56379e-21	9.19700e+02	2.07529e-22	9.19700e+02	1.41942e-22	9.19700e+02	1.41942e-22	9.19700e+02	2.56379e-21
9.20050e+02	2.60599e-21	9.20050e+02	2.07899e-22	9.20050e+02	1.47169e-22	9.20050e+02	1.47169e-22	9.20050e+02	2.60599e-21
9.20400e+02	2.64674e-21	9.20400e+02	2.11986e-22	9.20400e+02	1.52463e-22	9.20400e+02	1.52463e-22	9.20400e+02	2.64674e-21
9.20750e+02	2.68365e-21	9.20750e+02	2.22350e-22	9.20750e+02	1.57682e-22	9.20750e+02	1.57682e-22	9.20750e+02	2.68365e-21
9.21100e+02	2.71267e-21	9.21100e+02	2.34620e-22	9.21100e+02	1.62574e-22	9.21100e+02	1.62574e-22	9.21100e+02	2.71267e-21
9.21450e+02	2.73341e-21	9.21450e+02	2.42154e-22	9.21450e+02	1.67089e-22	9.21450e+02	1.67089e-22	9.21450e+02	2.73341e-21
9.21800e+02	2.74687e-21	9.21800e+02	2.42965e-22	9.21800e+02	1.71264e-22	9.21800e+02	1.71264e-22	9.21800e+02	2.74687e-21
9.22150e+02	2.75295e-21	9.22150e+02	2.41308e-22	9.22150e+02	1.75066e-22	9.22150e+02	1.75066e-22	9.22150e+02	2.75295e-21
9.22500e+02	2.75221e-21	9.22500e+02	2.42731e-22	9.22500e+02	1.78507e-22	9.22500e+02	1.78507e-22	9.22500e+02	2.75221e-21
9.22850e+02	2.74736e-21	9.22850e+02	2.48603e-22	9.22850e+02	1.81741e-22	9.22850e+02	1.81741e-22	9.22850e+02	2.74736e-21
9.23200e+02	2.74088e-21	9.23200e+02	2.55898e-22	9.23200e+02	1.84921e-22	9.23200e+02	1.84921e-22	9.23200e+02	2.74088e-21
9.23550e+02	2.73321e-21	9.23550e+02	2.61424e-22	9.23550e+02	1.88070e-22	9.23550e+02	1.88070e-22	9.23550e+02	2.73321e-21
9.23900e+02	2.72395e-21	9.23900e+02	2.64982e-22	9.23900e+02	1.91157e-22	9.23900e+02	1.91157e-22	9.23900e+02	2.72395e-21
9.24250e+02	2.71472e-21	9.24250e+02	2.68297e-22	9.24250e+02	1.94292e-22	9.24250e+02	1.94292e-22	9.24250e+02	2.71472e-21
9.24600e+02	2.70293e-21	9.24600e+02	2.72099e-22	9.24600e+02	1.97286e-22	9.24600e+02	1.97286e-22	9.24600e+02	2.70293e-21
9.24950e+02	2.68616e-21	9.24950e+02	2.75450e-22	9.24950e+02	1.99949e-22	9.24950e+02	1.99949e-22	9.24950e+02	2.68616e-21
9.25300e+02	2.66605e-21	9.25300e+02	2.77759e-22	9.25300e+02	2.02383e-22	9.25300e+02	2.02383e-22	9.25300e+02	2.66605e-21
9.25650e+02	2.64579e-21	9.25650e+02	2.80278e-22	9.25650e+02	2.04821e-22	9.25650e+02	2.04821e-22	9.25650e+02	2.64579e-21
9.26000e+02	2.62622e-21	9.26000e+02	2.84762e-22	9.26000e+02	2.07327e-22	9.26000e+02	2.07327e-22	9.26000e+02	2.62622e-21
9.26350e+02	2.60463e-21	9.26350e+02	2.90918e-22	9.26350e+02	2.09686e-22	9.26350e+02	2.09686e-22	9.26350e+02	2.60463e-21
9.26700e+02	2.58267e-21	9.26700e+02	2.95994e-22	9.26700e+02	2.12024e-22	9.26700e+02	2.12024e-22	9.26700e+02	2.58267e-21
9.27050e+02	2.55803e-21	9.27050e+02	2.97303e-22	9.27050e+02	2.14146e-22	9.27050e+02	2.14146e-22	9.27050e+02	2.55803e-21
9.27400e+02	2.53245e-21	9.27400e+02	2.94992e-22	9.27400e+02	2.16184e-22	9.27400e+02	2.16184e-22	9.27400e+02	2.53245e-21
9.27750e+02	2.50214e-21	9.27750e+02	2.92077e-22	9.27750e+02	2.17806e-22	9.27750e+02	2.17806e-22	9.27750e+02	2.50214e-21
9.28100e+02	2.46885e-21	9.28100e+02	2.91824e-22	9.28100e+02	2.19139e-22	9.28100e+02	2.19139e-22	9.28100e+02	2.46885e-21
9.28450e+02	2.43669e-21	9.28450e+02	2.95163e-22	9.28450e+02	2.20539e-22	9.28450e+02	2.20539e-22	9.28450e+02	2.43669e-21
9.28800e+02	2.40709e-21	9.28800e+02	3.00391e-22	9.28800e+02	2.22143e-22	9.28800e+02	2.22143e-22	9.28800e+02	2.40709e-21
9.29150e+02	2.37880e-21	9.29150e+02	3.04976e-22	9.29150e+02	2.23845e-22	9.29150e+02	2.23845e-22	9.29150e+02	2.37880e-21
9.29500e+02	2.35212e-21	9.29500e+02	3.07508e-22	9.29500e+02	2.25679e-22	9.29500e+02	2.25679e-22	9.29500e+02	2.35212e-21
9.29850e+02	2.32839e-21	9.29850e+02	3.08301e-22	9.29850e+02	2.27783e-22	9.29850e+02	2.27783e-22	9.29850e+02	2.32839e-21
9.30200e+02	2.30525e-21	9.30200e+02	3.08651e-22	9.30200e+02	2.29940e-22	9.30200e+02	2.29940e-22	9.30200e+02	2.30525e-21
9.30550e+02	2.28302e-21	9.30550e+02	3.09725e-22	9.30550e+02	2.32182e-22	9.30550e+02	2.32182e-22	9.30550e+02	2.28302e-21
9.30900e+02	2.25997e-21	9.30900e+02	3.11936e-22	9.30900e+02	2.34336e-22	9.30900e+02	2.34336e-22	9.30900e+02	2.25997e-21
9.31250e+02	2.23729e-21	9.31250e+02	3.15017e-22	9.31250e+02	2.36520e-22	9.31250e+02	2.36520e-22	9.31250e+02	2.23729e-21
9.31600e+02	2.21832e-21	9.31600e+02	3.18444e-22	9.31600e+02	2.39097e-22	9.31600e+02	2.39097e-22	9.31600e+02	2.21832e-21
9.31950e+02	2.19977e-21	9.31950e+02	3.21759e-22	9.31950e+02	2.41727e-22	9.31950e+02	2.41727e-22	9.31950e+02	2.19977e-21
9.32300e+02	2.18257e-21	9.32300e+02	3.24634e-22	9.32300e+02	2.44515e-22	9.32300e+02	2.44515e-22	9.32300e+02	2.18257e-21
9.32650e+02	2.16613e-21	9.32650e+02	3.26874e-22	9.32650e+02	2.47405e-22	9.32650e+02	2.47405e-22	9.32650e+02	2.16613e-21
9.33000e+02	2.15099e-21	9.33000e+02	3.28588e-22	9.33000e+02	2.50461e-22	9.33000e+02	2.50461e-22	9.33000e+02	2.15099e-21
9.33350e+02	2.13650e-21	9.33350e+02	3.30352e-22	9.33350e+02	2.53617e-22	9.33350e+02	2.53617e-22	9.33350e+02	2.13650e-21
9.33700e+02	2.12241e-21	9.33700e+02	3.32953e-22	9.33700e+02	2.56845e-22	9.33700e+02	2.56845e-22	9.33700e+02	2.12241e-21
9.34050e+02	2.10861e-21	9.34050e+02	3.36726e-22	9.34050e+02	2.60134e-22	9.34050e+02	2.60134e-22	9.34050e+02	2.10861e-21
9.34400e+02	2.09425e-21	9.34400e+02	3.41165e-22	9.34400e+02	2.63381e-22	9.34400e+02	2.63381e-22	9.34400e+02	2.09425e-21
9.34750e+02	2.08093e-21	9.34750e+02	3.45384e-22	9.34750e+02	2.66783e-22	9.34750e+02	2.66783e-22	9.34750e+02	2.08093e-21
9.35100e+02	2.07018e-21	9.35100e+02	3.49035e-22	9.35100e+02	2.70553e-22	9.35100e+02	2.70553e-22	9.35100e+02	2.07018e-21
9.35450e+02	2.06090e-21	9.35450e+02	3.52623e-22	9.35450e+02	2.74559e-22	9.35450e+02	2.74559e-22	9.35450e+02	2.06090e-21
9.35800e+02	2.05097e-21	9.35800e+02	3.56795e-22	9.35800e+02	2.78527e-22	9.35800e+02	2.78527e-22	9.35800e+02	2.05097e-21
9.36150e+02	2.03934e-21	9.36150e+02	3.61509e-22	9.36150e+02	2.82305e-22	9.36150e+02	2.82305e-22	9.36150e+02	2.03934e-21
9.36500e+02	2.02749e-21	9.36500e+02	3.66182e-22	9.36500e+02	2.86091e-22	9.36500e+02	2.86091e-22	9.36500e+02	2.02749e-21
9.36850e+02	2.01919e-21	9.36850e+02	3.70628e-22	9.36850e+02	2.90424e-22	9.36850e+02	2.90424e-22	9.36850e+02	2.01919e-21
9.37200e+02	2.01425e-21	9.37200e+02	3.75427e-22	9.37200e+02	2.95306e-22	9.37200e+02	2.95306e-22	9.37200e+02	2.01425e-21
9.37550e+02	2.00957e-21	9.37550e+02	3.81105e-22	9.37550e+02	3.00304e-22	9.37550e+02	3.00304e-22	9.37550e+02	2.00957e-21
9.37900e+02	2.00706e-21	9.37900e+02	3.87237e-22	9.37900e+02	3.05710e-22	9.37900e+02	3.05710e-22	9.37900e+02	2.00706e-21
9.38250e+02	2.00858e-21	9.38250e+02	3.92896e-22	9.38250e+02	3.11834e-22	9.38250e+02	3.11834e-22	9.38250e+02	2.00858e-21
9.38600e+02	2.01160e-21	9.38600e+02	3.98105e-22	9.38600e+02	3.18312e-22	9.38600e+02	3.18312e-22	9.38600e+02	2.01160e-21
9.38950e+02	2.01453e-21	9.38950e+02	4.04346e-22	9.38950e+02	3.24907e-22	9.38950e+02	3.24907e-22	9.38950e+02	2.01453e-21
9.39300e+02	2.01773e-21	9.39300e+02	4.13148e-22	9.39300e+02	3.31677e-22	9.39300e+02	3.31677e-22	9.39300e+02	2.01773e-21
9.39650e+02	2.02508e-21	9.39650e+02	4.24262e-22	9.39650e+02	3.39278e-22	9.39650e+02	3.39278e-22	9.39650e+02	2.02508e-21
9.40000e+02	2.03510e-21	9.40000e+02	4.35712e-22	9.40000e+02	3.47498e-22	9.40000e+02	3.47498e-22	9.40000e+02	2.03510e-21
9.40350e+02	2.04732e-21	9.40350e+02	4.45762e-22	9.40350e+02	3.56288e-22	9.40350e+02	3.56288e-22	9.40350e+02	2.04732e-21
9.40700e+02	2.05914e-21	9.40700e+02	4.54431e-22	9.40700e+02	3.65211e-22	9.40700e+02	3.65211e-22	9.40700e+02	2.05914e-21
9.41050e+02	2.07199e-21	9.41050e+02	4.62821e-22	9.41050e+02	3.74526e-22	9.41050e+02	3.74526e-22	9.41050e+02	2.07199e-21
9.41400e+02	2.08300e-21	9.41400e+02	4.71412e-22	9.41400e+02	3.83718e-22	9.41400e+02	3.83718e-22	9.41400e+02	2.08300e-21
9.41750e+02	2.09122e-21	9.41750e+02	4.79734e-22	9.41750e+02	3.92597e-22	9.41750e+02	3.92597e-22	9.41750e+02	2.09122e-21
9.42100e+02	2.09748e-21	9.42100e+02	4.87695e-22	9.42100e+02	4.01295e-22	9.42100e+02	4.01295e-22	9.42100e+02	2.09748e-21
9.42450e+02	2.10388e-21	9.42450e+02	4.96377e-22	9.42450e+02	4.10201e-22	9.42450e+02	4.10201e-22	9.42450e+02	2.10388e-21
9.42800e+02	2.10986e-21	9.42800e+02	5.06809e-22	9.42800e+02	4.19214e-22	9.42800e+02	4.19214e-22	9.42800e+02	2.10986e-21
9.43150e+02	2.11271e-21	9.43150e+02	5.18347e-22	9.43150e+02	4.27781e-22	9.43150e+02	4.27781e-22	9.43150e+02	2.11271e-21
9.43500e+02	2.12038e-21	9.43500e+02	5.29247e-22	9.43500e+02	4.37510e-22	9.43500e+02	4.37510e-22	9.43500e+02	2.12038e-21
9.43850e+02	2.13202e-21	9.43850e+02	5.39074e-22	9.43850e+02	4.48284e-22	9.43850e+02	4.48284e-22	9.43850e+02	2.13202e-21
9.44200e+02	2.14412e-21	9.44200e+02	5.49628e-22	9.44200e+02	4.59402e-22	9.44200e+02	4.59402e-22	9.44200e+02	2.14412e-21
9.44550e+02	2.15260e-21	9.44550e+02	5.62537e-22	9.44550e+02	4.69982e-22	9.44550e+02	4.69982e-22	9.44550e+02	2.15260e-21
9.44900e+02	2.15585e-21	9.44900e+02	5.76267e-22	9.44900e+02	4.79630e-22	9.44900e+02	4.79630e-22	9.44900e+02	2.15585e-21
9.45250e+02	2.15546e-21	9.45250e+02	5.86794e-22	9.45250e+02	4.88641e-22	9.45250e+02	4.88641e-22	9.45250e+02	2.15546e-21
9.45600e+02	2.15136e-21	9.45600e+02	5.91953e-22	9.45600e+02	4.96958e-22	9.45600e+02	4.96958e-22	9.45600e+02	2.15136e-21
9.45950e+02	2.14397e-21	9.45950e+02	5.94462e-22	9.45950e+02	5.04633e-22	9.45950e+02	5.04633e-22	9.45950e+02	2.14397e-21
9.46300e+02	2.13590e-21	9.46300e+02	5.99576e-22	9.46300e+02	5.12253e-22	9.46300e+02	5.12253e-22	9.46300e+02	2.13590e-21
9.46650e+02	2.13404e-21	9.46650e+02	6.09709e-22	9.46650e+02	5.21488e-22	9.46650e+02	5.21488e-22	9.46650e+02	2.13404e-21
9.47000e+02	2.13623e-21	9.47000e+02	6.22284e-22	9.47000e+02	5.31889e-22	9.47000e+02	5.31889e-22	9.47000e+02	2.13623e-21
9.47350e+02	2.13805e-21	9.47350e+02	6.33341e-22	9.47350e+02	5.42399e-22	9.47350e+02	5.42399e-22	9.47350e+02	2.13805e-21
9.47700e+02	2.14111e-21	9.47700e+02	6.42382e-22	9.47700e+02	5.53428e-22	9.47700e+02	5.53428e-22	9.47700e+02	2.14111e-21
9.48050e+02	2.14394e-21	9.48050e+02	6.52487e-22	9.48050e+02	5.64612e-22	9.48050e+02	5.64612e-22	9.48050e+02	2.14394e-21
9.48400e+02	2.14725e-21	9.48400e+02	6.65775e-22	9.48400e+02	5.76140e-22	9.48400e+02	5.76140e-22	9.48400e+02	2.14725e-21
9.48750e+02	2.14985e-21	9.48750e+02	6.80155e-22	9.48750e+02	5.87701e-22	9.48750e+02	5.87701e-22	9.48750e+02	2.14985e-21
9.49100e+02	2.15333e-21	9.49100e+02	6.91625e-22	9.49100e+02	5.99729e-22	9.49100e+02	5.99729e-22	9.49100e+02	2.15333e-21
9.49450e+02	2.15893e-21	9.49450e+02	6.99330e-22	9.49450e+02	6.12597e-22	9.49450e+02	6.12597e-22	9.49450e+02	2.15893e-21
9.49800e+02	2.16700e-21	9.49800e+02	7.07135e-22	9.49800e+02	6.26441e-22	9.49800e+02	6.26441e-22	9.49800e+02	2.16700e-21
9.50150e+02	2.17551e-21	9.50150e+02	7.19830e-22	9.50150e+02	6.40708e-22	9.50150e+02	6.40708e-22	9.50150e+02	2.17551e-21
9.50500e+02	2.18133e-21	9.50500e+02	7.38497e-22	9.50500e+02	6.54477e-22	9.50500e+02	6.54477e-22	9.50500e+02	2.18133e-21
9.50850e+02	2.18784e-21	9.50850e+02	7.60099e-22	9.50850e+02	6.68738e-22	9.50850e+02	6.68738e-22	9.50850e+02	2.18784e-21
9.51200e+02	2.19521e-21	9.51200e+02	7.80957e-22	9.51200e+02	6.83561e-22	9.51200e+02	6.83561e-22	9.51200e+02	2.19521e-21
9.51550e+02	2.20263e-21	9.51550e+02	7.99688e-22	9.51550e+02	6.98713e-22	9.51550e+02	6.98713e-22	9.51550e+02	2.20263e-21
9.51900e+02	2.21333e-21	9.51900e+02	8.16974e-22	9.51900e+02	7.15241e-22	9.51900e+02	7.15241e-22	9.51900e+02	2.21333e-21
9.52250e+02	2.22704e-21	9.52250e+02	8.33825e-22	9.52250e+02	7.33123e-22	9.52250e+02	7.33123e-22	9.52250e+02	2.22704e-21
9.52600e+02	2.24075e-21	9.52600e+02	8.50908e-22	9.52600e+02	7.51413e-22	9.52600e+02	7.51413e-22	9.52600e+02	2.24075e-21
9.52950e+02	2.25583e-21	9.52950e+02	8.68835e-22	9.52950e+02	7.70591e-22	9.52950e+02	7.70591e-22	9.52950e+02	2.25583e-21
9.53300e+02	2.27107e-21	9.53300e+02	8.87843e-22	9.53300e+02	7.90269e-22	9.53300e+02	7.90269e-22	9.53300e+02	2.27107e-21
9.53650e+02	2.28419e-21	9.53650e+02	9.07152e-22	9.53650e+02	8.09645e-22	9.53650e+02	8.09645e-22	9.53650e+02	2.28419e-21
9.54000e+02	2.29710e-21	9.54000e+02	9.25847e-22	9.54000e+02	8.29385e-22	9.54000e+02	8.29385e-22	9.54000e+02	2.29710e-21
9.54350e+02	2.31158e-21	9.54350e+02	9.44945e-22	9.54350e+02	8.50148e-22	9.54350e+02	8.50148e-22	9.54350e+02	2.31158e-21
9.54700e+02	2.32800e-21	9.54700e+02	9.67471e-22	9.54700e+02	8.72106e-22	9.54700e+02	8.72106e-22	9.54700e+02	2.32800e-21
9.55050e+02	2.34742e-21	9.55050e+02	9.95012e-22	9.55050e+02	8.95723e-22	9.55050e+02	8.95723e-22	9.55050e+02	2.34742e-21
9.55400e+02	2.36620e-21	9.55400e+02	1.02441e-21	9.55400e+02	9.19656e-22	9.55400e+02	9.19656e-22	9.55400e+02	2.36620e-21
9.55750e+02	2.38045e-21	9.55750e+02	1.04975e-21	9.55750e+02	9.42360e-22	9.55750e+02	9.42360e-22	9.55750e+02	2.38045e-21
9.56100e+02	2.39350e-21	9.56100e+02	1.06875e-21	9.56100e+02	9.65094e-22	9.56100e+02	9.65094e-22	9.56100e+02	2.39350e-21
9.56450e+02	2.40648e-21	9.56450e+02	1.08628e-21	9.56450e+02	9.88309e-22	9.56450e+02	9.88309e-22	9.56450e+02	2.40648e-21
9.56800e+02	2.41753e-21	9.56800e+02	1.10966e-21	9.56800e+02	1.01123e-21	9.56800e+02	1.01123e-21	9.56800e+02	2.41753e-21
9.57150e+02	2.42735e-21	9.57150e+02	1.14042e-21	9.57150e+02	1.03412e-21	9.57150e+02	1.03412e-21	9.57150e+02	2.42735e-21
9.57500e+02	2.44060e-21	9.57500e+02	1.17226e-21	9.57500e+02	1.05899e-21	9.57500e+02	1.05899e-21	9.57500e+02	2.44060e-21
9.57850e+02	2.45836e-21	9.57850e+02	1.19843e-21	9.57850e+02	1.08640e-21	9.57850e+02	1.08640e-21	9.57850e+02	2.45836e-21
9.58200e+02	2.47780e-21	9.58200e+02	1.21998e-21	9.58200e+02	1.11520e-21	9.58200e+02	1.11520e-21	9.58200e+02	2.47780e-21
9.58550e+02	2.49936e-21	9.58550e+02	1.24495e-21	9.58550e+02	1.14566e-21	9.58550e+02	1.14566e-21	9.58550e+02	2.49936e-21
9.58900e+02	2.52114e-21	9.58900e+02	1.27931e-21	9.58900e+02	1.17694e-21	9.58900e+02	1.17694e-21	9.58900e+02	2.52114e-21
9.59250e+02	2.54411e-21	9.59250e+02	1.32071e-21	9.59250e+02	1.20954e-21	9.59250e+02	1.20954e-21	9.59250e+02	2.54411e-21
9.59600e+02	2.57065e-21	9.59600e+02	1.36228e-21	9.59600e+02	1.24465e-21	9.59600e+02	1.24465e-21	9.59600e+02	2.57065e-21
9.59950e+02	2.60191e-21	9.59950e+02	1.40103e-21	9.59950e+02	1.28295e-21	9.59950e+02	1.28295e-21	9.59950e+02	2.60191e-21
9.60300e+02	2.63519e-21	9.60300e+02	1.43992e-21	9.60300e+02	1.32325e-21	9.60300e+02	1.32325e-21	9.60300e+02	2.63519e-21
9.60650e+02	2.66890e-21	9.60650e+02	1.48192e-21	9.60650e+02	1.36478e-21	9.60650e+02	1.36478e-21	9.60650e+02	2.66890e-21
9.61000e+02	2.70364e-21	9.61000e+02	1.52523e-21	9.61000e+02	1.40792e-21	9.61000e+02	1.40792e-21	9.61000e+02	2.70364e-21
9.61350e+02	2.73802e-21	9.61350e+02	1.56671e-21	9.61350e+02	1.45197e-21	9.61350e+02	1.45197e-21	9.61350e+02	2.73802e-21
9.61700e+02	2.77593e-21	9.61700e+02	1.60839e-21	9.61700e+02	1.49904e-21	9.61700e+02	1.49904e-21	9.61700e+02	2.77593e-21
9.62050e+02	2.81485e-21	9.62050e+02	1.65655e-21	9.62050e+02	1.54790e-21	9.62050e+02	1.54790e-21	9.62050e+02	2.81485e-21
9.62400e+02	2.85565e-21	9.62400e+02	1.71337e-21	9.62400e+02	1.59907e-21	9.62400e+02	1.59907e-21	9.62400e+02	2.85565e-21
9.62750e+02	2.90599e-21	9.62750e+02	1.77306e-21	9.62750e+02	1.65700e-21	9.62750e+02	1.65700e-21	9.62750e+02	2.90599e-21
9.63100e+02	2.98217e-21	9.63100e+02	1.83062e-21	9.63100e+02	1.73151e-21	9.63100e+02	1.73151e-21	9.63100e+02	2.98217e-21
9.63450e+02	3.09110e-21	9.63450e+02	1.89354e-21	9.63450e+02	1.82753e-21	9.63450e+02	1.82753e-21	9.63450e+02	3.09110e-21
9.63800e+02	3.21986e-21	9.63800e+02	1.97922e-21	9.63800e+02	1.93838e-21	9.63800e+02	1.93838e-21	9.63800e+02	3.21986e-21
9.64150e+02	3.34403e-21	9.64150e+02	2.09554e-21	9.64150e+02	2.04983e-21	9.64150e+02	2.04983e-21	9.64150e+02	3.34403e-21
9.64500e+02	3.43579e-21	9.64500e+02	2.22422e-21	9.64500e+02	2.14445e-21	9.64500e+02	2.14445e-21	9.64500e+02	3.43579e-21
9.64850e+02	3.48785e-21	9.64850e+02	2.32859e-21	9.64850e+02	2.21657e-21	9.64850e+02	2.21657e-21	9.64850e+02	3.48785e-21
9.65200e+02	3.49302e-21	9.65200e+02	2.38206e-21	9.65200e+02	2.26024e-21	9.65200e+02	2.26024e-21	9.65200e+02	3.49302e-21
9.65550e+02	3.46021e-21	9.65550e+02	2.39047e-21	9.65550e+02	2.27970e-21	9.65550e+02	2.27970e-21	9.65550e+02	3.46021e-21
9.65900e+02	3.40978e-21	9.65900e+02	2.38581e-21	9.65900e+02	2.28728e-21	9.65900e+02	2.28728e-21	9.65900e+02	3.40978e-21
9.66250e+02	3.37126e-21	9.66250e+02	2.39851e-21	9.66250e+02	2.30249e-21	9.66250e+02	2.30249e-21	9.66250e+02	3.37126e-21
9.66600e+02	3.36195e-21	9.66600e+02	2.43642e-21	9.66600e+02	2.33777e-21	9.66600e+02	2.33777e-21	9.66600e+02	3.36195e-21
9.66950e+02	3.37926e-21	9.66950e+02	2.48845e-21	9.66950e+02	2.39240e-21	9.66950e+02	2.39240e-21	9.66950e+02	3.37926e-21
9.67300e+02	3.40723e-21	9.67300e+02	2.54327e-21	9.67300e+02	2.45588e-21	9.67300e+02	2.45588e-21	9.67300e+02	3.40723e-21
9.67650e+02	3.43551e-21	9.67650e+02	2.60029e-21	9.67650e+02	2.52109e-21	9.67650e+02	2.52109e-21	9.67650e+02	3.43551e-21
9.68000e+02	3.46258e-21	9.68000e+02	2.66392e-21	9.68000e+02	2.58690e-21	9.68000e+02	2.58690e-21	9.68000e+02	3.46258e-21
9.68350e+02	3.48741e-21	9.68350e+02	2.73302e-21	9.68350e+02	2.65253e-21	9.68350e+02	2.65253e-21	9.68350e+02	3.48741e-21
9.68700e+02	3.51179e-21	9.68700e+02	2.80029e-21	9.68700e+02	2.71931e-21	9.68700e+02	2.71931e-21	9.68700e+02	3.51179e-21
9.69050e+02	3.53780e-21	9.69050e+02	2.86137e-21	9.69050e+02	2.78889e-21	9.69050e+02	2.78889e-21	9.69050e+02	3.53780e-21
9.69400e+02	3.56484e-21	9.69400e+02	2.92030e-21	9.69400e+02	2.86087e-21	9.69400e+02	2.86087e-21	9.69400e+02	3.56484e-21
9.69750e+02	3.58989e-21	9.69750e+02	2.98436e-21	9.69750e+02	2.93289e-21	9.69750e+02	2.93289e-21	9.69750e+02	3.58989e-21
9.70100e+02	3.61502e-21	9.70100e+02	3.05524e-21	9.70100e+02	3.00659e-21	9.70100e+02	3.00659e-21	9.70100e+02	3.61502e-21
9.70450e+02	3.63823e-21	9.70450e+02	3.12782e-21	9.70450e+02	3.08034e-21	9.70450e+02	3.08034e-21	9.70450e+02	3.63823e-21
9.70800e+02	3.66035e-21	9.70800e+02	3.19736e-21	9.70800e+02	3.15479e-21	9.70800e+02	3.15479e-21	9.70800e+02	3.66035e-21
9.71150e+02	3.68079e-21	9.71150e+02	3.26584e-21	9.71150e+02	3.22940e-21	9.71150e+02	3.22940e-21	9.71150e+02	3.68079e-21
9.71500e+02	3.70472e-21	9.71500e+02	3.34004e-21	9.71500e+02	3.30875e-21	9.71500e+02	3.30875e-21	9.71500e+02	3.70472e-21
9.71850e+02	3.73309e-21	9.71850e+02	3.42479e-21	9.71850e+02	3.39390e-21	9.71850e+02	3.39390e-21	9.71850e+02	3.73309e-21
9.72200e+02	3.76980e-21	9.72200e+02	3.51952e-21	9.72200e+02	3.48872e-21	9.72200e+02	3.48872e-21	9.72200e+02	3.76980e-21
9.72550e+02	3.81644e-21	9.72550e+02	3.62092e-21	9.72550e+02	3.59515e-21	9.72550e+02	3.59515e-21	9.72550e+02	3.81644e-21
9.72900e+02	3.87144e-21	9.72900e+02	3.72721e-21	9.72900e+02	3.71224e-21	9.72900e+02	3.71224e-21	9.72900e+02	3.87144e-21
9.73250e+02	3.93661e-21	9.73250e+02	3.83970e-21	9.73250e+02	3.84226e-21	9.73250e+02	3.84226e-21	9.73250e+02	3.93661e-21
9.73600e+02	4.00944e-21	9.73600e+02	3.96179e-21	9.73600e+02	3.98329e-21	9.73600e+02	3.98329e-21	9.73600e+02	4.00944e-21
9.73950e+02	4.09000e-21	9.73950e+02	4.09788e-21	9.73950e+02	4.13590e-21	9.73950e+02	4.13590e-21	9.73950e+02	4.09000e-21
9.74300e+02	4.18340e-21	9.74300e+02	4.25208e-21	9.74300e+02	4.30586e-21	9.74300e+02	4.30586e-21	9.74300e+02	4.18340e-21
9.74650e+02	4.28949e-21	9.74650e+02	4.42564e-21	9.74650e+02	4.49380e-21	9.74650e+02	4.49380e-21	9.74650e+02	4.28949e-21
9.75000e+02	4.40915e-21	9.75000e+02	4.61511e-21	9.75000e+02	4.70149e-21	9.75000e+02	4.70149e-21	9.75000e+02	4.40915e-21
9.75350e+02	4.54254e-21	9.75350e+02	4.81505e-21	9.75350e+02	4.92999e-21	9.75350e+02	4.92999e-21	9.75350e+02	4.54254e-21
9.75700e+02	4.69126e-21	9.75700e+02	5.02483e-21	9.75700e+02	5.18201e-21	9.75700e+02	5.18201e-21	9.75700e+02	4.69126e-21
9.76050e+02	4.85370e-21	9.76050e+02	5.25221e-21	9.76050e+02	5.45679e-21	9.76050e+02	5.45679e-21	9.76050e+02	4.85370e-21
9.76400e+02	5.02549e-21	9.76400e+02	5.50752e-21	9.76400e+02	5.75033e-21	9.76400e+02	5.75033e-21	9.76400e+02	5.02549e-21
9.76750e+02	5.19968e-21	9.76750e+02	5.79212e-21	9.76750e+02	6.05531e-21	9.76750e+02	6.05531e-21	9.76750e+02	5.19968e-21
9.77100e+02	5.37284e-21	9.77100e+02	6.09273e-21	9.77100e+02	6.36800e-21	9.77100e+02	6.36800e-21	9.77100e+02	5.37284e-21
9.77450e+02	5.54347e-21	9.77450e+02	6.38899e-21	9.77450e+02	6.68675e-21	9.77450e+02	6.68675e-21	9.77450e+02	5.54347e-21
9.77800e+02	5.70364e-21	9.77800e+02	6.66772e-21	9.77800e+02	7.00186e-21	9.77800e+02	7.00186e-21	9.77800e+02	5.70364e-21
