sigma_a_Yb:CaF2_x	sigma_a_Yb:CaF2_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
1.09925e+03	3.37330e-23	1.09925e+03	2.23624e-22	1.09925e+03	9.35147e-21	1.09925e+03	2.23624e-22	1.09925e+03	8.06665e-25
1.09960e+03	3.29373e-23	1.09960e+03	2.20731e-22	1.09960e+03	9.25858e-21	1.09960e+03	2.20731e-22	1.09960e+03	7.85246e-25
1.09995e+03	3.18523e-23	1.09995e+03	2.16846e-22	1.09995e+03	9.07874e-21	1.09995e+03	2.16846e-22	1.09995e+03	7.60791e-25
1.10030e+03	3.32316e-23	1.10030e+03	2.12976e-22	1.10030e+03	9.60418e-21	1.10030e+03	2.12976e-22	1.10030e+03	7.36923e-25
1.10065e+03	3.60922e-23	1.10065e+03	2.09151e-22	1.10065e+03	1.05765e-20	1.10065e+03	2.09151e-22	1.10065e+03	7.13725e-25
1.10100e+03	3.21253e-23	1.10100e+03	2.05225e-22	1.10100e+03	9.54538e-21	1.10100e+03	2.05225e-22	1.10100e+03	6.90691e-25
1.10135e+03	2.84474e-23	1.10135e+03	2.01729e-22	1.10135e+03	8.57041e-21	1.10135e+03	2.01729e-22	1.10135e+03	6.69593e-25
1.10170e+03	2.31558e-23	1.10170e+03	1.99230e-22	1.10170e+03	7.07339e-21	1.10170e+03	1.99230e-22	1.10170e+03	6.52211e-25
1.10205e+03	1.87729e-23	1.10205e+03	1.97231e-22	1.10205e+03	5.81440e-21	1.10205e+03	1.97231e-22	1.10205e+03	6.36801e-25
1.10240e+03	1.54941e-23	1.10240e+03	1.94539e-22	1.10240e+03	4.86565e-21	1.10240e+03	1.94539e-22	1.10240e+03	6.19489e-25
1.10275e+03	1.14970e-23	1.10275e+03	1.90813e-22	1.10275e+03	3.66064e-21	1.10275e+03	1.90813e-22	1.10275e+03	5.99289e-25
1.10310e+03	1.23798e-23	1.10310e+03	1.87050e-22	1.10310e+03	3.99649e-21	1.10310e+03	1.87050e-22	1.10310e+03	5.79420e-25
1.10345e+03	1.94005e-23	1.10345e+03	1.84114e-22	1.10345e+03	6.34991e-21	1.10345e+03	1.84114e-22	1.10345e+03	5.62511e-25
1.10380e+03	2.62957e-23	1.10380e+03	1.81308e-22	1.10380e+03	8.72619e-21	1.10380e+03	1.81308e-22	1.10380e+03	5.46358e-25
1.10415e+03	2.83656e-23	1.10415e+03	1.77248e-22	1.10415e+03	9.54365e-21	1.10415e+03	1.77248e-22	1.10415e+03	5.26817e-25
1.10450e+03	2.87537e-23	1.10450e+03	1.72094e-22	1.10450e+03	9.80831e-21	1.10450e+03	1.72094e-22	1.10450e+03	5.04503e-25
1.10485e+03	2.51442e-23	1.10485e+03	1.68026e-22	1.10485e+03	8.69589e-21	1.10485e+03	1.68026e-22	1.10485e+03	4.85848e-25
1.10520e+03	2.13960e-23	1.10520e+03	1.66870e-22	1.10520e+03	7.50204e-21	1.10520e+03	1.66870e-22	1.10520e+03	4.75917e-25
1.10555e+03	1.74959e-23	1.10555e+03	1.67680e-22	1.10555e+03	6.21940e-21	1.10555e+03	1.67680e-22	1.10555e+03	4.71702e-25
1.10590e+03	1.13152e-23	1.10590e+03	1.67547e-22	1.10590e+03	4.07793e-21	1.10590e+03	1.67547e-22	1.10590e+03	4.64899e-25
1.10625e+03	9.58989e-24	1.10625e+03	1.64917e-22	1.10625e+03	3.50389e-21	1.10625e+03	1.64917e-22	1.10625e+03	4.51365e-25
1.10660e+03	1.25613e-23	1.10660e+03	1.61387e-22	1.10660e+03	4.65294e-21	1.10660e+03	1.61387e-22	1.10660e+03	4.35688e-25
1.10695e+03	1.74354e-23	1.10695e+03	1.59688e-22	1.10695e+03	6.54750e-21	1.10695e+03	1.59688e-22	1.10695e+03	4.25235e-25
1.10730e+03	2.09335e-23	1.10730e+03	1.60351e-22	1.10730e+03	7.96954e-21	1.10730e+03	1.60351e-22	1.10730e+03	4.21191e-25
1.10765e+03	1.99766e-23	1.10765e+03	1.61144e-22	1.10765e+03	7.71009e-21	1.10765e+03	1.61144e-22	1.10765e+03	4.17519e-25
1.10800e+03	1.70170e-23	1.10800e+03	1.59812e-22	1.10800e+03	6.65824e-21	1.10800e+03	1.59812e-22	1.10800e+03	4.08442e-25
1.10835e+03	1.61462e-23	1.10835e+03	1.56534e-22	1.10835e+03	6.40448e-21	1.10835e+03	1.56534e-22	1.10835e+03	3.94633e-25
1.10870e+03	1.34230e-23	1.10870e+03	1.53163e-22	1.10870e+03	5.39754e-21	1.10870e+03	1.53163e-22	1.10870e+03	3.80896e-25
1.10905e+03	1.07064e-23	1.10905e+03	1.50643e-22	1.10905e+03	4.36435e-21	1.10905e+03	1.50643e-22	1.10905e+03	3.69548e-25
1.10940e+03	9.16217e-24	1.10940e+03	1.48175e-22	1.10940e+03	3.78618e-21	1.10940e+03	1.48175e-22	1.10940e+03	3.58568e-25
1.10975e+03	8.67049e-24	1.10975e+03	1.45047e-22	1.10975e+03	3.63219e-21	1.10975e+03	1.45047e-22	1.10975e+03	3.46246e-25
1.11010e+03	9.74004e-24	1.11010e+03	1.42309e-22	1.11010e+03	4.13622e-21	1.11010e+03	1.42309e-22	1.11010e+03	3.35112e-25
1.11045e+03	1.17827e-23	1.11045e+03	1.41781e-22	1.11045e+03	5.07227e-21	1.11045e+03	1.41781e-22	1.11045e+03	3.29353e-25
1.11080e+03	1.09917e-23	1.11080e+03	1.43617e-22	1.11080e+03	4.79660e-21	1.11080e+03	1.43617e-22	1.11080e+03	3.29107e-25
1.11115e+03	8.61306e-24	1.11115e+03	1.45643e-22	1.11115e+03	3.81007e-21	1.11115e+03	1.45643e-22	1.11115e+03	3.29241e-25
1.11150e+03	7.56539e-24	1.11150e+03	1.45381e-22	1.11150e+03	3.39242e-21	1.11150e+03	1.45381e-22	1.11150e+03	3.24211e-25
1.11185e+03	4.68183e-24	1.11185e+03	1.42234e-22	1.11185e+03	2.12811e-21	1.11185e+03	1.42234e-22	1.11185e+03	3.12914e-25
1.11220e+03	5.14807e-24	1.11220e+03	1.37436e-22	1.11220e+03	2.37202e-21	1.11220e+03	1.37436e-22	1.11220e+03	2.98281e-25
1.11255e+03	6.36852e-24	1.11255e+03	1.32471e-22	1.11255e+03	2.97444e-21	1.11255e+03	1.32471e-22	1.11255e+03	2.83632e-25
1.11290e+03	6.28309e-24	1.11290e+03	1.28336e-22	1.11290e+03	2.97460e-21	1.11290e+03	1.28336e-22	1.11290e+03	2.71077e-25
1.11325e+03	5.09964e-24	1.11325e+03	1.26099e-22	1.11325e+03	2.44726e-21	1.11325e+03	1.26099e-22	1.11325e+03	2.62767e-25
1.11360e+03	5.98928e-24	1.11360e+03	1.26916e-22	1.11360e+03	2.91337e-21	1.11360e+03	1.26916e-22	1.11360e+03	2.60913e-25
1.11395e+03	6.12919e-24	1.11395e+03	1.30583e-22	1.11395e+03	3.02205e-21	1.11395e+03	1.30583e-22	1.11395e+03	2.64842e-25
1.11430e+03	5.54743e-24	1.11430e+03	1.34539e-22	1.11430e+03	2.77245e-21	1.11430e+03	1.34539e-22	1.11430e+03	2.69200e-25
1.11465e+03	8.63658e-24	1.11465e+03	1.35508e-22	1.11465e+03	4.37506e-21	1.11465e+03	1.35508e-22	1.11465e+03	2.67499e-25
1.11500e+03	7.11197e-24	1.11500e+03	1.32624e-22	1.11500e+03	3.65172e-21	1.11500e+03	1.32624e-22	1.11500e+03	2.58294e-25
1.11535e+03	8.50929e-24	1.11535e+03	1.28372e-22	1.11535e+03	4.42858e-21	1.11535e+03	1.28372e-22	1.11535e+03	2.46660e-25
1.11570e+03	1.26376e-23	1.11570e+03	1.25842e-22	1.11570e+03	6.66645e-21	1.11570e+03	1.25842e-22	1.11570e+03	2.38558e-25
1.11605e+03	1.72471e-23	1.11605e+03	1.25344e-22	1.11605e+03	9.22150e-21	1.11605e+03	1.25344e-22	1.11605e+03	2.34433e-25
1.11640e+03	1.88517e-23	1.11640e+03	1.24396e-22	1.11640e+03	1.02161e-20	1.11640e+03	1.24396e-22	1.11640e+03	2.29545e-25
1.11675e+03	2.07433e-23	1.11675e+03	1.21013e-22	1.11675e+03	1.13937e-20	1.11675e+03	1.21013e-22	1.11675e+03	2.20316e-25
1.11710e+03	2.13565e-23	1.11710e+03	1.16183e-22	1.11710e+03	1.18894e-20	1.11710e+03	1.16183e-22	1.11710e+03	2.08695e-25
1.11745e+03	1.87812e-23	1.11745e+03	1.12586e-22	1.11745e+03	1.05973e-20	1.11745e+03	1.12586e-22	1.11745e+03	1.99533e-25
1.11780e+03	1.61596e-23	1.11780e+03	1.11469e-22	1.11780e+03	9.24138e-21	1.11780e+03	1.11469e-22	1.11780e+03	1.94915e-25
1.11815e+03	9.27423e-24	1.11815e+03	1.11646e-22	1.11815e+03	5.37549e-21	1.11815e+03	1.11646e-22	1.11815e+03	1.92621e-25
1.11850e+03	5.78219e-24	1.11850e+03	1.11496e-22	1.11850e+03	3.39674e-21	1.11850e+03	1.11496e-22	1.11850e+03	1.89797e-25
1.11885e+03	3.28924e-24	1.11885e+03	1.10870e-22	1.11885e+03	1.95835e-21	1.11885e+03	1.10870e-22	1.11885e+03	1.86217e-25
1.11920e+03	1.86455e-24	1.11920e+03	1.10450e-22	1.11920e+03	1.12510e-21	1.11920e+03	1.10450e-22	1.11920e+03	1.83040e-25
1.11955e+03	3.24205e-24	1.11955e+03	1.09974e-22	1.11955e+03	1.98270e-21	1.11955e+03	1.09974e-22	1.11955e+03	1.79826e-25
1.11990e+03	8.56036e-24	1.11990e+03	1.08335e-22	1.11990e+03	5.30572e-21	1.11990e+03	1.08335e-22	1.11990e+03	1.74791e-25
1.12025e+03	1.22015e-23	1.12025e+03	1.05546e-22	1.12025e+03	7.66438e-21	1.12025e+03	1.05546e-22	1.12025e+03	1.68026e-25
1.12060e+03	1.33307e-23	1.12060e+03	1.03488e-22	1.12060e+03	8.48642e-21	1.12060e+03	1.03488e-22	1.12060e+03	1.62562e-25
1.12095e+03	1.30631e-23	1.12095e+03	1.03858e-22	1.12095e+03	8.42794e-21	1.12095e+03	1.03858e-22	1.12095e+03	1.60977e-25
1.12130e+03	1.16796e-23	1.12130e+03	1.05873e-22	1.12130e+03	7.63665e-21	1.12130e+03	1.05873e-22	1.12130e+03	1.61923e-25
1.12165e+03	8.79833e-24	1.12165e+03	1.07117e-22	1.12165e+03	5.83007e-21	1.12165e+03	1.07117e-22	1.12165e+03	1.61654e-25
1.12200e+03	4.92118e-24	1.12200e+03	1.06748e-22	1.12200e+03	3.30472e-21	1.12200e+03	1.06748e-22	1.12200e+03	1.58962e-25
1.12235e+03	4.08417e-24	1.12235e+03	1.06752e-22	1.12235e+03	2.77946e-21	1.12235e+03	1.06752e-22	1.12235e+03	1.56863e-25
1.12270e+03	7.72984e-24	1.12270e+03	1.09208e-22	1.12270e+03	5.33105e-21	1.12270e+03	1.09208e-22	1.12270e+03	1.58348e-25
1.12305e+03	1.06106e-23	1.12305e+03	1.12984e-22	1.12305e+03	7.41592e-21	1.12305e+03	1.12984e-22	1.12305e+03	1.61656e-25
1.12340e+03	9.95427e-24	1.12340e+03	1.14468e-22	1.12340e+03	7.05039e-21	1.12340e+03	1.14468e-22	1.12340e+03	1.61614e-25
1.12375e+03	1.14656e-23	1.12375e+03	1.11828e-22	1.12375e+03	8.22958e-21	1.12375e+03	1.11828e-22	1.12375e+03	1.55802e-25
1.12410e+03	1.23884e-23	1.12410e+03	1.07417e-22	1.12410e+03	9.01089e-21	1.12410e+03	1.07417e-22	1.12410e+03	1.47680e-25
1.12445e+03	1.09050e-23	1.12445e+03	1.05006e-22	1.12445e+03	8.03796e-21	1.12445e+03	1.05006e-22	1.12445e+03	1.42461e-25
1.12480e+03	8.15983e-24	1.12480e+03	1.05236e-22	1.12480e+03	6.09487e-21	1.12480e+03	1.05236e-22	1.12480e+03	1.40890e-25
1.12515e+03	6.25186e-24	1.12515e+03	1.05136e-22	1.12515e+03	4.73210e-21	1.12515e+03	1.05136e-22	1.12515e+03	1.38901e-25
1.12550e+03	6.18742e-24	1.12550e+03	1.02391e-22	1.12550e+03	4.74582e-21	1.12550e+03	1.02391e-22	1.12550e+03	1.33494e-25
1.12585e+03	5.45559e-24	1.12585e+03	9.87622e-23	1.12585e+03	4.24031e-21	1.12585e+03	9.87622e-23	1.12585e+03	1.27068e-25
1.12620e+03	3.64775e-24	1.12620e+03	9.80534e-23	1.12620e+03	2.87297e-21	1.12620e+03	9.80534e-23	1.12620e+03	1.24496e-25
1.12655e+03	2.90747e-24	1.12655e+03	1.01154e-22	1.12655e+03	2.32042e-21	1.12655e+03	1.01154e-22	1.12655e+03	1.26745e-25
1.12690e+03	4.38283e-24	1.12690e+03	1.04607e-22	1.12690e+03	3.54446e-21	1.12690e+03	1.04607e-22	1.12690e+03	1.29349e-25
1.12725e+03	5.07719e-24	1.12725e+03	1.04686e-22	1.12725e+03	4.16062e-21	1.12725e+03	1.04686e-22	1.12725e+03	1.27748e-25
1.12760e+03	5.63545e-24	1.12760e+03	1.01824e-22	1.12760e+03	4.67950e-21	1.12760e+03	1.01824e-22	1.12760e+03	1.22625e-25
1.12795e+03	6.88677e-24	1.12795e+03	9.97512e-23	1.12795e+03	5.79454e-21	1.12795e+03	9.97512e-23	1.12795e+03	1.18554e-25
1.12830e+03	6.92395e-24	1.12830e+03	1.00526e-22	1.12830e+03	5.90318e-21	1.12830e+03	1.00526e-22	1.12830e+03	1.17909e-25
1.12865e+03	6.60946e-24	1.12865e+03	1.01854e-22	1.12865e+03	5.70983e-21	1.12865e+03	1.01854e-22	1.12865e+03	1.17902e-25
1.12900e+03	5.47349e-24	1.12900e+03	1.00037e-22	1.12900e+03	4.79119e-21	1.12900e+03	1.00037e-22	1.12900e+03	1.14283e-25
1.12935e+03	4.94404e-24	1.12935e+03	9.46678e-23	1.12935e+03	4.38510e-21	1.12935e+03	9.46678e-23	1.12935e+03	1.06735e-25
1.12970e+03	4.64613e-24	1.12970e+03	8.91700e-23	1.12970e+03	4.17545e-21	1.12970e+03	8.91700e-23	1.12970e+03	9.92218e-26
1.13005e+03	4.77743e-24	1.13005e+03	8.67704e-23	1.13005e+03	4.35028e-21	1.13005e+03	8.67704e-23	1.13005e+03	9.52903e-26
1.13040e+03	7.49379e-24	1.13040e+03	8.71201e-23	1.13040e+03	6.91404e-21	1.13040e+03	8.71201e-23	1.13040e+03	9.44252e-26
1.13075e+03	9.82667e-24	1.13075e+03	8.74705e-23	1.13075e+03	9.18630e-21	1.13075e+03	8.74705e-23	1.13075e+03	9.35680e-26
1.13110e+03	1.05056e-23	1.13110e+03	8.62814e-23	1.13110e+03	9.95071e-21	1.13110e+03	8.62814e-23	1.13110e+03	9.10924e-26
1.13145e+03	9.60339e-24	1.13145e+03	8.45046e-23	1.13145e+03	9.21630e-21	1.13145e+03	8.45046e-23	1.13145e+03	8.80538e-26
1.13180e+03	8.94574e-24	1.13180e+03	8.35030e-23	1.13180e+03	8.69844e-21	1.13180e+03	8.35030e-23	1.13180e+03	8.58769e-26
1.13215e+03	1.06278e-23	1.13215e+03	8.30815e-23	1.13215e+03	1.04702e-20	1.13215e+03	8.30815e-23	1.13215e+03	8.43314e-26
1.13250e+03	1.22739e-23	1.13250e+03	8.23757e-23	1.13250e+03	1.22513e-20	1.13250e+03	8.23757e-23	1.13250e+03	8.25273e-26
1.13285e+03	1.28431e-23	1.13285e+03	8.19185e-23	1.13285e+03	1.29883e-20	1.13285e+03	8.19185e-23	1.13285e+03	8.10023e-26
1.13320e+03	1.42122e-23	1.13320e+03	8.35463e-23	1.13320e+03	1.45621e-20	1.13320e+03	8.35463e-23	1.13320e+03	8.15386e-26
1.13355e+03	1.64711e-23	1.13355e+03	8.80694e-23	1.13355e+03	1.70987e-20	1.13355e+03	8.80694e-23	1.13355e+03	8.48370e-26
1.13390e+03	1.77144e-23	1.13390e+03	9.39552e-23	1.13390e+03	1.86311e-20	1.13390e+03	9.39552e-23	1.13390e+03	8.93323e-26
1.13425e+03	1.83893e-23	1.13425e+03	9.88830e-23	1.13425e+03	1.95951e-20	1.13425e+03	9.88830e-23	1.13425e+03	9.27984e-26
1.13460e+03	2.11397e-23	1.13460e+03	1.02003e-22	1.13460e+03	2.28216e-20	1.13460e+03	1.02003e-22	1.13460e+03	9.44856e-26
1.13495e+03	2.38171e-23	1.13495e+03	1.03860e-22	1.13495e+03	2.60493e-20	1.13495e+03	1.03860e-22	1.13495e+03	9.49602e-26
1.13530e+03	2.51491e-23	1.13530e+03	1.04447e-22	1.13530e+03	2.78670e-20	1.13530e+03	1.04447e-22	1.13530e+03	9.42605e-26
1.13565e+03	2.26414e-23	1.13565e+03	1.02604e-22	1.13565e+03	2.54171e-20	1.13565e+03	1.02604e-22	1.13565e+03	9.13991e-26
1.13600e+03	1.79977e-23	1.13600e+03	9.79825e-23	1.13600e+03	2.04687e-20	1.13600e+03	9.79825e-23	1.13600e+03	8.61540e-26
1.13635e+03	1.43228e-23	1.13635e+03	9.27625e-23	1.13635e+03	1.65025e-20	1.13635e+03	9.27625e-23	1.13635e+03	8.05103e-26
1.13670e+03	1.22891e-23	1.13670e+03	9.01849e-23	1.13670e+03	1.43445e-20	1.13670e+03	9.01849e-23	1.13670e+03	7.72624e-26
1.13705e+03	1.29767e-23	1.13705e+03	9.12190e-23	1.13705e+03	1.53452e-20	1.13705e+03	9.12190e-23	1.13705e+03	7.71398e-26
1.13740e+03	1.29707e-23	1.13740e+03	9.35321e-23	1.13740e+03	1.55385e-20	1.13740e+03	9.35321e-23	1.13740e+03	7.80759e-26
1.13775e+03	1.20333e-23	1.13775e+03	9.42504e-23	1.13775e+03	1.46037e-20	1.13775e+03	9.42504e-23	1.13775e+03	7.76614e-26
1.13810e+03	1.20823e-23	1.13810e+03	9.31424e-23	1.13810e+03	1.48545e-20	1.13810e+03	9.31424e-23	1.13810e+03	7.57598e-26
1.13845e+03	1.35108e-23	1.13845e+03	9.23203e-23	1.13845e+03	1.68273e-20	1.13845e+03	9.23203e-23	1.13845e+03	7.41245e-26
1.13880e+03	1.77726e-23	1.13880e+03	9.30889e-23	1.13880e+03	2.24238e-20	1.13880e+03	9.30889e-23	1.13880e+03	7.37800e-26
1.13915e+03	1.96173e-23	1.13915e+03	9.41497e-23	1.13915e+03	2.50737e-20	1.13915e+03	9.41497e-23	1.13915e+03	7.36613e-26
1.13950e+03	2.06684e-23	1.13950e+03	9.33385e-23	1.13950e+03	2.67611e-20	1.13950e+03	9.33385e-23	1.13950e+03	7.20883e-26
1.13985e+03	2.15716e-23	1.13985e+03	9.03616e-23	1.13985e+03	2.82939e-20	1.13985e+03	9.03616e-23	1.13985e+03	6.88929e-26
1.14020e+03	1.99920e-23	1.14020e+03	8.69802e-23	1.14020e+03	2.65629e-20	1.14020e+03	8.69802e-23	1.14020e+03	6.54637e-26
1.14055e+03	1.42976e-23	1.14055e+03	8.48247e-23	1.14055e+03	1.92437e-20	1.14055e+03	8.48247e-23	1.14055e+03	6.30226e-26
1.14090e+03	5.68776e-24	1.14090e+03	8.40958e-23	1.14090e+03	7.75479e-21	1.14090e+03	8.40958e-23	1.14090e+03	6.16802e-26
1.14125e+03	1.84006e-24	1.14125e+03	8.46428e-23	1.14125e+03	2.54132e-21	1.14125e+03	8.46428e-23	1.14125e+03	6.12861e-26
1.14160e+03	4.22014e-24	1.14160e+03	8.71574e-23	1.14160e+03	5.90407e-21	1.14160e+03	8.71574e-23	1.14160e+03	6.22988e-26
1.14195e+03	6.97799e-24	1.14195e+03	9.20835e-23	1.14195e+03	9.88889e-21	1.14195e+03	9.20835e-23	1.14195e+03	6.49778e-26
1.14230e+03	7.52198e-24	1.14230e+03	9.75835e-23	1.14230e+03	1.07979e-20	1.14230e+03	9.75835e-23	1.14230e+03	6.79783e-26
1.14265e+03	9.95438e-24	1.14265e+03	9.99687e-23	1.14265e+03	1.44746e-20	1.14265e+03	9.99687e-23	1.14265e+03	6.87499e-26
1.14300e+03	1.07306e-23	1.14300e+03	9.70093e-23	1.14300e+03	1.58052e-20	1.14300e+03	9.70093e-23	1.14300e+03	6.58626e-26
1.14335e+03	1.04424e-23	1.14335e+03	9.03609e-23	1.14335e+03	1.55796e-20	1.14335e+03	9.03609e-23	1.14335e+03	6.05657e-26
1.14370e+03	1.23065e-23	1.14370e+03	8.39416e-23	1.14370e+03	1.85980e-20	1.14370e+03	8.39416e-23	1.14370e+03	5.55454e-26
1.14405e+03	1.32101e-23	1.14405e+03	8.00817e-23	1.14405e+03	2.02213e-20	1.14405e+03	8.00817e-23	1.14405e+03	5.23157e-26
1.14440e+03	1.39293e-23	1.14440e+03	7.80708e-23	1.14440e+03	2.15972e-20	1.14440e+03	7.80708e-23	1.14440e+03	5.03522e-26
1.14475e+03	1.48965e-23	1.14475e+03	7.65089e-23	1.14475e+03	2.33948e-20	1.14475e+03	7.65089e-23	1.14475e+03	4.87166e-26
1.14510e+03	1.19092e-23	1.14510e+03	7.58808e-23	1.14510e+03	1.89444e-20	1.14510e+03	7.58808e-23	1.14510e+03	4.77018e-26
1.14545e+03	1.00717e-23	1.14545e+03	7.77426e-23	1.14545e+03	1.62277e-20	1.14545e+03	7.77426e-23	1.14545e+03	4.82507e-26
1.14580e+03	8.62457e-24	1.14580e+03	8.18140e-23	1.14580e+03	1.40750e-20	1.14580e+03	8.18140e-23	1.14580e+03	5.01322e-26
1.14615e+03	3.99299e-24	1.14615e+03	8.53269e-23	1.14615e+03	6.60026e-21	1.14615e+03	8.53269e-23	1.14615e+03	5.16206e-26
1.14650e+03	1.03417e-24	1.14650e+03	8.59257e-23	1.14650e+03	1.73142e-21	1.14650e+03	8.59257e-23	1.14650e+03	5.13230e-26
1.14685e+03	1.72946e-24	1.14685e+03	8.43993e-23	1.14685e+03	2.93269e-21	1.14685e+03	8.43993e-23	1.14685e+03	4.97717e-26
1.14720e+03	1.46032e-24	1.14720e+03	8.34849e-23	1.14720e+03	2.50811e-21	1.14720e+03	8.34849e-23	1.14720e+03	4.86083e-26
1.14755e+03	8.62125e-25	1.14755e+03	8.41575e-23	1.14755e+03	1.49971e-21	1.14755e+03	8.41575e-23	1.14755e+03	4.83790e-26
1.14790e+03	2.26642e-24	1.14790e+03	8.42813e-23	1.14790e+03	3.99311e-21	1.14790e+03	8.42813e-23	1.14790e+03	4.78366e-26
1.14825e+03	4.56280e-24	1.14825e+03	8.15545e-23	1.14825e+03	8.14204e-21	1.14825e+03	8.15545e-23	1.14825e+03	4.57031e-26
1.14860e+03	6.21814e-24	1.14860e+03	7.71309e-23	1.14860e+03	1.12380e-20	1.14860e+03	7.71309e-23	1.14860e+03	4.26774e-26
1.14895e+03	9.06433e-24	1.14895e+03	7.53682e-23	1.14895e+03	1.65917e-20	1.14895e+03	7.53682e-23	1.14895e+03	4.11749e-26
1.14930e+03	1.04226e-23	1.14930e+03	7.98854e-23	1.14930e+03	1.93220e-20	1.14930e+03	7.98854e-23	1.14930e+03	4.30915e-26
1.14965e+03	9.25060e-24	1.14965e+03	9.03200e-23	1.14965e+03	1.73686e-20	1.14965e+03	9.03200e-23	1.14965e+03	4.81050e-26
1.15000e+03	4.50604e-24	1.15000e+03	1.02856e-22	1.15000e+03	8.56849e-21	1.15000e+03	0.00000e+00	1.15000e+03	0.00000e+00
