sigma_a_Yb:FP15_x	sigma_a_Yb:FP15_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
1.04045e+03	1.37428e-22	1.04045e+03	2.78879e-21	1.04045e+03	3.90266e-21	1.04045e+03	2.78879e-21	1.04045e+03	9.82044e-23
1.04080e+03	1.34946e-22	1.04080e+03	2.75670e-21	1.04080e+03	3.89306e-21	1.04080e+03	2.75670e-21	1.04080e+03	9.55561e-23
1.04115e+03	1.32907e-22	1.04115e+03	2.72549e-21	1.04115e+03	3.89512e-21	1.04115e+03	2.72549e-21	1.04115e+03	9.29974e-23
1.04150e+03	1.30062e-22	1.04150e+03	2.69490e-21	1.04150e+03	3.87225e-21	1.04150e+03	2.69490e-21	1.04150e+03	9.05172e-23
1.04185e+03	1.26382e-22	1.04185e+03	2.66368e-21	1.04185e+03	3.82234e-21	1.04185e+03	2.66368e-21	1.04185e+03	8.80720e-23
1.04220e+03	1.22186e-22	1.04220e+03	2.63142e-21	1.04220e+03	3.75399e-21	1.04220e+03	2.63142e-21	1.04220e+03	8.56478e-23
1.04255e+03	1.18727e-22	1.04255e+03	2.59925e-21	1.04255e+03	3.70548e-21	1.04255e+03	2.59925e-21	1.04255e+03	8.32820e-23
1.04290e+03	1.15849e-22	1.04290e+03	2.56850e-21	1.04290e+03	3.67288e-21	1.04290e+03	2.56850e-21	1.04290e+03	8.10145e-23
1.04325e+03	1.12940e-22	1.04325e+03	2.53879e-21	1.04325e+03	3.63728e-21	1.04325e+03	2.53879e-21	1.04325e+03	7.88308e-23
1.04360e+03	1.09918e-22	1.04360e+03	2.50821e-21	1.04360e+03	3.59593e-21	1.04360e+03	2.50821e-21	1.04360e+03	7.66694e-23
1.04395e+03	1.08078e-22	1.04395e+03	2.47530e-21	1.04395e+03	3.59157e-21	1.04395e+03	2.47530e-21	1.04395e+03	7.44871e-23
1.04430e+03	1.07765e-22	1.04430e+03	2.44059e-21	1.04430e+03	3.63770e-21	1.04430e+03	2.44059e-21	1.04430e+03	7.23014e-23
1.04465e+03	1.06258e-22	1.04465e+03	2.40581e-21	1.04465e+03	3.64339e-21	1.04465e+03	2.40581e-21	1.04465e+03	7.01646e-23
1.04500e+03	1.04166e-22	1.04500e+03	2.37205e-21	1.04500e+03	3.62797e-21	1.04500e+03	2.37205e-21	1.04500e+03	6.81064e-23
1.04535e+03	1.01600e-22	1.04535e+03	2.33907e-21	1.04535e+03	3.59433e-21	1.04535e+03	2.33907e-21	1.04535e+03	6.61181e-23
1.04570e+03	9.97657e-23	1.04570e+03	2.30639e-21	1.04570e+03	3.58499e-21	1.04570e+03	2.30639e-21	1.04570e+03	6.41841e-23
1.04605e+03	9.89325e-23	1.04605e+03	2.27427e-21	1.04605e+03	3.61097e-21	1.04605e+03	2.27427e-21	1.04605e+03	6.23100e-23
1.04640e+03	9.76058e-23	1.04640e+03	2.24318e-21	1.04640e+03	3.61854e-21	1.04640e+03	2.24318e-21	1.04640e+03	6.05069e-23
1.04675e+03	9.52917e-23	1.04675e+03	2.21278e-21	1.04675e+03	3.58825e-21	1.04675e+03	2.21278e-21	1.04675e+03	5.87639e-23
1.04710e+03	9.32164e-23	1.04710e+03	2.18230e-21	1.04710e+03	3.56520e-21	1.04710e+03	2.18230e-21	1.04710e+03	5.70588e-23
1.04745e+03	9.22537e-23	1.04745e+03	2.15218e-21	1.04745e+03	3.58374e-21	1.04745e+03	2.15218e-21	1.04745e+03	5.54022e-23
1.04780e+03	9.08832e-23	1.04780e+03	2.12474e-21	1.04780e+03	3.58584e-21	1.04780e+03	2.12474e-21	1.04780e+03	5.38516e-23
1.04815e+03	8.89583e-23	1.04815e+03	2.10212e-21	1.04815e+03	3.56488e-21	1.04815e+03	2.10212e-21	1.04815e+03	5.24564e-23
1.04850e+03	8.61148e-23	1.04850e+03	2.08322e-21	1.04850e+03	3.50496e-21	1.04850e+03	2.08322e-21	1.04850e+03	5.11833e-23
1.04885e+03	8.60342e-23	1.04885e+03	2.06304e-21	1.04885e+03	3.55647e-21	1.04885e+03	2.06304e-21	1.04885e+03	4.99069e-23
1.04920e+03	8.70690e-23	1.04920e+03	2.03558e-21	1.04920e+03	3.65552e-21	1.04920e+03	2.03558e-21	1.04920e+03	4.84844e-23
1.04955e+03	8.69482e-23	1.04955e+03	1.99755e-21	1.04955e+03	3.70748e-21	1.04955e+03	1.99755e-21	1.04955e+03	4.68468e-23
1.04990e+03	8.51816e-23	1.04990e+03	1.94975e-21	1.04990e+03	3.68887e-21	1.04990e+03	1.94975e-21	1.04990e+03	4.50227e-23
1.05025e+03	8.43356e-23	1.05025e+03	1.89540e-21	1.05025e+03	3.70922e-21	1.05025e+03	1.89540e-21	1.05025e+03	4.30953e-23
1.05060e+03	8.40187e-23	1.05060e+03	1.83840e-21	1.05060e+03	3.75290e-21	1.05060e+03	1.83840e-21	1.05060e+03	4.11574e-23
1.05095e+03	8.42963e-23	1.05095e+03	1.78305e-21	1.05095e+03	3.82398e-21	1.05095e+03	1.78305e-21	1.05095e+03	3.93057e-23
1.05130e+03	8.32918e-23	1.05130e+03	1.73431e-21	1.05130e+03	3.83724e-21	1.05130e+03	1.73431e-21	1.05130e+03	3.76451e-23
1.05165e+03	8.20099e-23	1.05165e+03	1.69615e-21	1.05165e+03	3.83698e-21	1.05165e+03	1.69615e-21	1.05165e+03	3.62528e-23
1.05200e+03	8.23677e-23	1.05200e+03	1.66878e-21	1.05200e+03	3.91365e-21	1.05200e+03	1.66878e-21	1.05200e+03	3.51215e-23
1.05235e+03	8.32617e-23	1.05235e+03	1.64789e-21	1.05235e+03	4.01761e-21	1.05235e+03	1.64789e-21	1.05235e+03	3.41511e-23
1.05270e+03	8.33430e-23	1.05270e+03	1.62790e-21	1.05270e+03	4.08399e-21	1.05270e+03	1.62790e-21	1.05270e+03	3.32210e-23
1.05305e+03	8.19188e-23	1.05305e+03	1.60631e-21	1.05305e+03	4.07650e-21	1.05305e+03	1.60631e-21	1.05305e+03	3.22795e-23
1.05340e+03	8.23150e-23	1.05340e+03	1.58461e-21	1.05340e+03	4.15975e-21	1.05340e+03	1.58461e-21	1.05340e+03	3.13570e-23
1.05375e+03	8.39867e-23	1.05375e+03	1.56494e-21	1.05375e+03	4.31001e-21	1.05375e+03	1.56494e-21	1.05375e+03	3.04951e-23
1.05410e+03	8.56267e-23	1.05410e+03	1.54674e-21	1.05410e+03	4.46223e-21	1.05410e+03	1.54674e-21	1.05410e+03	2.96808e-23
1.05445e+03	8.63681e-23	1.05445e+03	1.52749e-21	1.05445e+03	4.57053e-21	1.05445e+03	1.52749e-21	1.05445e+03	2.88645e-23
1.05480e+03	8.59847e-23	1.05480e+03	1.50623e-21	1.05480e+03	4.62062e-21	1.05480e+03	1.50623e-21	1.05480e+03	2.80292e-23
1.05515e+03	8.43026e-23	1.05515e+03	1.48497e-21	1.05515e+03	4.60026e-21	1.05515e+03	1.48497e-21	1.05515e+03	2.72129e-23
1.05550e+03	8.41868e-23	1.05550e+03	1.46564e-21	1.05550e+03	4.66491e-21	1.05550e+03	1.46564e-21	1.05550e+03	2.64502e-23
1.05585e+03	8.36982e-23	1.05585e+03	1.44669e-21	1.05585e+03	4.70943e-21	1.05585e+03	1.44669e-21	1.05585e+03	2.57113e-23
1.05620e+03	8.27688e-23	1.05620e+03	1.42441e-21	1.05620e+03	4.72898e-21	1.05620e+03	1.42441e-21	1.05620e+03	2.49307e-23
1.05655e+03	8.29978e-23	1.05655e+03	1.39817e-21	1.05655e+03	4.81517e-21	1.05655e+03	1.39817e-21	1.05655e+03	2.40999e-23
1.05690e+03	8.24883e-23	1.05690e+03	1.37258e-21	1.05690e+03	4.85934e-21	1.05690e+03	1.37258e-21	1.05690e+03	2.32998e-23
1.05725e+03	8.05763e-23	1.05725e+03	1.35258e-21	1.05725e+03	4.81978e-21	1.05725e+03	1.35258e-21	1.05725e+03	2.26122e-23
1.05760e+03	7.87014e-23	1.05760e+03	1.33631e-21	1.05760e+03	4.78006e-21	1.05760e+03	1.33631e-21	1.05760e+03	2.20017e-23
1.05795e+03	7.71495e-23	1.05795e+03	1.31499e-21	1.05795e+03	4.75785e-21	1.05795e+03	1.31499e-21	1.05795e+03	2.13228e-23
1.05830e+03	7.59778e-23	1.05830e+03	1.28176e-21	1.05830e+03	4.75759e-21	1.05830e+03	1.28176e-21	1.05830e+03	2.04694e-23
1.05865e+03	7.65130e-23	1.05865e+03	1.24047e-21	1.05865e+03	4.86467e-21	1.05865e+03	1.24047e-21	1.05865e+03	1.95105e-23
1.05900e+03	7.75918e-23	1.05900e+03	1.20378e-21	1.05900e+03	5.00895e-21	1.05900e+03	1.20378e-21	1.05900e+03	1.86472e-23
1.05935e+03	7.77299e-23	1.05935e+03	1.18127e-21	1.05935e+03	5.09481e-21	1.05935e+03	1.18127e-21	1.05935e+03	1.80223e-23
1.05970e+03	7.72906e-23	1.05970e+03	1.16992e-21	1.05970e+03	5.14365e-21	1.05970e+03	1.16992e-21	1.05970e+03	1.75798e-23
1.06005e+03	7.67097e-23	1.06005e+03	1.15730e-21	1.06005e+03	5.18318e-21	1.06005e+03	1.15730e-21	1.06005e+03	1.71278e-23
1.06040e+03	7.67848e-23	1.06040e+03	1.13421e-21	1.06040e+03	5.26765e-21	1.06040e+03	1.13421e-21	1.06040e+03	1.65330e-23
1.06075e+03	7.77370e-23	1.06075e+03	1.10313e-21	1.06075e+03	5.41453e-21	1.06075e+03	1.10313e-21	1.06075e+03	1.58377e-23
1.06110e+03	7.74971e-23	1.06110e+03	1.07394e-21	1.06110e+03	5.48032e-21	1.06110e+03	1.07394e-21	1.06110e+03	1.51866e-23
1.06145e+03	7.68232e-23	1.06145e+03	1.05277e-21	1.06145e+03	5.51564e-21	1.06145e+03	1.05277e-21	1.06145e+03	1.46633e-23
1.06180e+03	7.53939e-23	1.06180e+03	1.03662e-21	1.06180e+03	5.49564e-21	1.06180e+03	1.03662e-21	1.06180e+03	1.42213e-23
1.06215e+03	7.41506e-23	1.06215e+03	1.01869e-21	1.06215e+03	5.48745e-21	1.06215e+03	1.01869e-21	1.06215e+03	1.37654e-23
1.06250e+03	7.17536e-23	1.06250e+03	9.96770e-22	1.06250e+03	5.39101e-21	1.06250e+03	9.96770e-22	1.06250e+03	1.32669e-23
1.06285e+03	6.96993e-23	1.06285e+03	9.74562e-22	1.06285e+03	5.31644e-21	1.06285e+03	9.74562e-22	1.06285e+03	1.27767e-23
1.06320e+03	6.93721e-23	1.06320e+03	9.55620e-22	1.06320e+03	5.37203e-21	1.06320e+03	9.55620e-22	1.06320e+03	1.23405e-23
1.06355e+03	7.04014e-23	1.06355e+03	9.38334e-22	1.06355e+03	5.53467e-21	1.06355e+03	9.38334e-22	1.06355e+03	1.19357e-23
1.06390e+03	7.09508e-23	1.06390e+03	9.18284e-22	1.06390e+03	5.66266e-21	1.06390e+03	9.18284e-22	1.06390e+03	1.15057e-23
1.06425e+03	6.99215e-23	1.06425e+03	8.94355e-22	1.06425e+03	5.66529e-21	1.06425e+03	8.94355e-22	1.06425e+03	1.10382e-23
1.06460e+03	6.96499e-23	1.06460e+03	8.70459e-22	1.06460e+03	5.72897e-21	1.06460e+03	8.70459e-22	1.06460e+03	1.05826e-23
1.06495e+03	6.91448e-23	1.06495e+03	8.50699e-22	1.06495e+03	5.77371e-21	1.06495e+03	8.50699e-22	1.06495e+03	1.01878e-23
1.06530e+03	6.89277e-23	1.06530e+03	8.34263e-22	1.06530e+03	5.84285e-21	1.06530e+03	8.34263e-22	1.06530e+03	9.84175e-24
1.06565e+03	6.92513e-23	1.06565e+03	8.16528e-22	1.06565e+03	5.95922e-21	1.06565e+03	8.16528e-22	1.06565e+03	9.48875e-24
1.06600e+03	6.84814e-23	1.06600e+03	7.94876e-22	1.06600e+03	5.98221e-21	1.06600e+03	7.94876e-22	1.06600e+03	9.09936e-24
1.06635e+03	6.73448e-23	1.06635e+03	7.71967e-22	1.06635e+03	5.97194e-21	1.06635e+03	7.71967e-22	1.06635e+03	8.70536e-24
1.06670e+03	6.62213e-23	1.06670e+03	7.52599e-22	1.06670e+03	5.96112e-21	1.06670e+03	7.52599e-22	1.06670e+03	8.36052e-24
1.06705e+03	6.44685e-23	1.06705e+03	7.38253e-22	1.06705e+03	5.89104e-21	1.06705e+03	7.38253e-22	1.06705e+03	8.07906e-24
1.06740e+03	6.37444e-23	1.06740e+03	7.25861e-22	1.06740e+03	5.91283e-21	1.06740e+03	7.25861e-22	1.06740e+03	7.82527e-24
1.06775e+03	6.38919e-23	1.06775e+03	7.11798e-22	1.06775e+03	6.01597e-21	1.06775e+03	7.11798e-22	1.06775e+03	7.55957e-24
1.06810e+03	6.51804e-23	1.06810e+03	6.95846e-22	1.06810e+03	6.22985e-21	1.06810e+03	6.95846e-22	1.06810e+03	7.28036e-24
1.06845e+03	6.52966e-23	1.06845e+03	6.80539e-22	1.06845e+03	6.33502e-21	1.06845e+03	6.80539e-22	1.06845e+03	7.01448e-24
1.06880e+03	6.50059e-23	1.06880e+03	6.67348e-22	1.06880e+03	6.40181e-21	1.06880e+03	6.67348e-22	1.06880e+03	6.77645e-24
1.06915e+03	6.30460e-23	1.06915e+03	6.54771e-22	1.06915e+03	6.30226e-21	1.06915e+03	6.54771e-22	1.06915e+03	6.55014e-24
1.06950e+03	5.98837e-23	1.06950e+03	6.40423e-22	1.06950e+03	6.07620e-21	1.06950e+03	6.40423e-22	1.06950e+03	6.31166e-24
1.06985e+03	5.60134e-23	1.06985e+03	6.24094e-22	1.06985e+03	5.76893e-21	1.06985e+03	6.24094e-22	1.06985e+03	6.05964e-24
1.07020e+03	5.31533e-23	1.07020e+03	6.07885e-22	1.07020e+03	5.55660e-21	1.07020e+03	6.07885e-22	1.07020e+03	5.81490e-24
1.07055e+03	5.23031e-23	1.07055e+03	5.93546e-22	1.07055e+03	5.54981e-21	1.07055e+03	5.93546e-22	1.07055e+03	5.59376e-24
1.07090e+03	5.32363e-23	1.07090e+03	5.80507e-22	1.07090e+03	5.73357e-21	1.07090e+03	5.80507e-22	1.07090e+03	5.39001e-24
1.07125e+03	5.54657e-23	1.07125e+03	5.66856e-22	1.07125e+03	6.06325e-21	1.07125e+03	5.66856e-22	1.07125e+03	5.18552e-24
1.07160e+03	5.44524e-23	1.07160e+03	5.51752e-22	1.07160e+03	6.04167e-21	1.07160e+03	5.51752e-22	1.07160e+03	4.97284e-24
1.07195e+03	5.15872e-23	1.07195e+03	5.36308e-22	1.07195e+03	5.80947e-21	1.07195e+03	5.36308e-22	1.07195e+03	4.76233e-24
1.07230e+03	4.69751e-23	1.07230e+03	5.22263e-22	1.07230e+03	5.36924e-21	1.07230e+03	5.22263e-22	1.07230e+03	4.56924e-24
1.07265e+03	4.08683e-23	1.07265e+03	5.10363e-22	1.07265e+03	4.74108e-21	1.07265e+03	5.10363e-22	1.07265e+03	4.39934e-24
1.07300e+03	3.41895e-23	1.07300e+03	5.00191e-22	1.07300e+03	4.02555e-21	1.07300e+03	5.00191e-22	1.07300e+03	4.24818e-24
1.07335e+03	2.92679e-23	1.07335e+03	4.91040e-22	1.07335e+03	3.49754e-21	1.07335e+03	4.91040e-22	1.07335e+03	4.10910e-24
1.07370e+03	2.73443e-23	1.07370e+03	4.82372e-22	1.07370e+03	3.31644e-21	1.07370e+03	4.82372e-22	1.07370e+03	3.97720e-24
1.07405e+03	2.89306e-23	1.07405e+03	4.73552e-22	1.07405e+03	3.56116e-21	1.07405e+03	4.73552e-22	1.07405e+03	3.84710e-24
1.07440e+03	3.18741e-23	1.07440e+03	4.63820e-22	1.07440e+03	3.98196e-21	1.07440e+03	4.63820e-22	1.07440e+03	3.71270e-24
1.07475e+03	3.38899e-23	1.07475e+03	4.53009e-22	1.07475e+03	4.29685e-21	1.07475e+03	4.53009e-22	1.07475e+03	3.57295e-24
1.07510e+03	3.57177e-23	1.07510e+03	4.42131e-22	1.07510e+03	4.59601e-21	1.07510e+03	4.42131e-22	1.07510e+03	3.43601e-24
1.07545e+03	3.57431e-23	1.07545e+03	4.32739e-22	1.07545e+03	4.66769e-21	1.07545e+03	4.32739e-22	1.07545e+03	3.31372e-24
1.07580e+03	3.45499e-23	1.07580e+03	4.25454e-22	1.07580e+03	4.57894e-21	1.07580e+03	4.25454e-22	1.07580e+03	3.21022e-24
1.07615e+03	3.34186e-23	1.07615e+03	4.19243e-22	1.07615e+03	4.49481e-21	1.07615e+03	4.19243e-22	1.07615e+03	3.11705e-24
1.07650e+03	3.22558e-23	1.07650e+03	4.12327e-22	1.07650e+03	4.40281e-21	1.07650e+03	4.12327e-22	1.07650e+03	3.02078e-24
1.07685e+03	3.19653e-23	1.07685e+03	4.03804e-22	1.07685e+03	4.42790e-21	1.07685e+03	4.03804e-22	1.07685e+03	2.91509e-24
1.07720e+03	3.21838e-23	1.07720e+03	3.94297e-22	1.07720e+03	4.52426e-21	1.07720e+03	3.94297e-22	1.07720e+03	2.80487e-24
1.07755e+03	3.24754e-23	1.07755e+03	3.85090e-22	1.07755e+03	4.63289e-21	1.07755e+03	3.85090e-22	1.07755e+03	2.69938e-24
1.07790e+03	3.35588e-23	1.07790e+03	3.76854e-22	1.07790e+03	4.85834e-21	1.07790e+03	3.76854e-22	1.07790e+03	2.60311e-24
1.07825e+03	3.52834e-23	1.07825e+03	3.69328e-22	1.07825e+03	5.18361e-21	1.07825e+03	3.69328e-22	1.07825e+03	2.51391e-24
1.07860e+03	3.63410e-23	1.07860e+03	3.62041e-22	1.07860e+03	5.41792e-21	1.07860e+03	3.62041e-22	1.07860e+03	2.42841e-24
1.07895e+03	3.66922e-23	1.07895e+03	3.55059e-22	1.07895e+03	5.55112e-21	1.07895e+03	3.55059e-22	1.07895e+03	2.34689e-24
1.07930e+03	3.74122e-23	1.07930e+03	3.48831e-22	1.07930e+03	5.74364e-21	1.07930e+03	3.48831e-22	1.07930e+03	2.27217e-24
1.07965e+03	3.63499e-23	1.07965e+03	3.43455e-22	1.07965e+03	5.66293e-21	1.07965e+03	3.43455e-22	1.07965e+03	2.20462e-24
1.08000e+03	3.35285e-23	1.08000e+03	3.38354e-22	1.08000e+03	5.30042e-21	1.08000e+03	3.38354e-22	1.08000e+03	2.14030e-24
1.08035e+03	3.01017e-23	1.08035e+03	3.32838e-22	1.08035e+03	4.82883e-21	1.08035e+03	3.32838e-22	1.08035e+03	2.07483e-24
1.08070e+03	2.67753e-23	1.08070e+03	3.26924e-22	1.08070e+03	4.35849e-21	1.08070e+03	3.26924e-22	1.08070e+03	2.00838e-24
1.08105e+03	2.42603e-23	1.08105e+03	3.21393e-22	1.08105e+03	4.00723e-21	1.08105e+03	3.21393e-22	1.08105e+03	1.94576e-24
1.08140e+03	2.27705e-23	1.08140e+03	3.16920e-22	1.08140e+03	3.81648e-21	1.08140e+03	3.16920e-22	1.08140e+03	1.89086e-24
1.08175e+03	2.16880e-23	1.08175e+03	3.13228e-22	1.08175e+03	3.68848e-21	1.08175e+03	3.13228e-22	1.08175e+03	1.84176e-24
1.08210e+03	2.08677e-23	1.08210e+03	3.09322e-22	1.08210e+03	3.60111e-21	1.08210e+03	3.09322e-22	1.08210e+03	1.79246e-24
1.08245e+03	2.01816e-23	1.08245e+03	3.04613e-22	1.08245e+03	3.53386e-21	1.08245e+03	3.04613e-22	1.08245e+03	1.73962e-24
1.08280e+03	2.00395e-23	1.08280e+03	2.99652e-22	1.08280e+03	3.56046e-21	1.08280e+03	2.99652e-22	1.08280e+03	1.68655e-24
1.08315e+03	2.00398e-23	1.08315e+03	2.95503e-22	1.08315e+03	3.61272e-21	1.08315e+03	2.95503e-22	1.08315e+03	1.63916e-24
1.08350e+03	2.00728e-23	1.08350e+03	2.92400e-22	1.08350e+03	3.67170e-21	1.08350e+03	2.92400e-22	1.08350e+03	1.59852e-24
1.08385e+03	1.94856e-23	1.08385e+03	2.89339e-22	1.08385e+03	3.61648e-21	1.08385e+03	2.89339e-22	1.08385e+03	1.55896e-24
1.08420e+03	1.88051e-23	1.08420e+03	2.85229e-22	1.08420e+03	3.54126e-21	1.08420e+03	2.85229e-22	1.08420e+03	1.51465e-24
1.08455e+03	1.76726e-23	1.08455e+03	2.80321e-22	1.08455e+03	3.37666e-21	1.08455e+03	2.80321e-22	1.08455e+03	1.46713e-24
1.08490e+03	1.68205e-23	1.08490e+03	2.76103e-22	1.08490e+03	3.26082e-21	1.08490e+03	2.76103e-22	1.08490e+03	1.42424e-24
1.08525e+03	1.62635e-23	1.08525e+03	2.73624e-22	1.08525e+03	3.19888e-21	1.08525e+03	2.73624e-22	1.08525e+03	1.39113e-24
1.08560e+03	1.60233e-23	1.08560e+03	2.72198e-22	1.08560e+03	3.19766e-21	1.08560e+03	2.72198e-22	1.08560e+03	1.36397e-24
1.08595e+03	1.64660e-23	1.08595e+03	2.70123e-22	1.08595e+03	3.33392e-21	1.08595e+03	2.70123e-22	1.08595e+03	1.33411e-24
1.08630e+03	1.66734e-23	1.08630e+03	2.66610e-22	1.08630e+03	3.42514e-21	1.08630e+03	2.66610e-22	1.08630e+03	1.29785e-24
1.08665e+03	1.60442e-23	1.08665e+03	2.62576e-22	1.08665e+03	3.34390e-21	1.08665e+03	2.62576e-22	1.08665e+03	1.25986e-24
1.08700e+03	1.48846e-23	1.08700e+03	2.59315e-22	1.08700e+03	3.14738e-21	1.08700e+03	2.59315e-22	1.08700e+03	1.22635e-24
1.08735e+03	1.35024e-23	1.08735e+03	2.56747e-22	1.08735e+03	2.89665e-21	1.08735e+03	2.56747e-22	1.08735e+03	1.19680e-24
1.08770e+03	1.09218e-23	1.08770e+03	2.53526e-22	1.08770e+03	2.37711e-21	1.08770e+03	2.53526e-22	1.08770e+03	1.16485e-24
1.08805e+03	8.12984e-24	1.08805e+03	2.48892e-22	1.08805e+03	1.79515e-21	1.08805e+03	2.48892e-22	1.08805e+03	1.12718e-24
1.08840e+03	5.80208e-24	1.08840e+03	2.43868e-22	1.08840e+03	1.29976e-21	1.08840e+03	2.43868e-22	1.08840e+03	1.08862e-24
1.08875e+03	4.26612e-24	1.08875e+03	2.40190e-22	1.08875e+03	9.69549e-22	1.08875e+03	2.40190e-22	1.08875e+03	1.05686e-24
1.08910e+03	2.80356e-24	1.08910e+03	2.38302e-22	1.08910e+03	6.46398e-22	1.08910e+03	2.38302e-22	1.08910e+03	1.03356e-24
1.08945e+03	1.74435e-24	1.08945e+03	2.36964e-22	1.08945e+03	4.08012e-22	1.08945e+03	2.36964e-22	1.08945e+03	1.01308e-24
1.08980e+03	1.57015e-24	1.08980e+03	2.34978e-22	1.08980e+03	3.72584e-22	1.08980e+03	2.34978e-22	1.08980e+03	9.90249e-25
1.09015e+03	1.83228e-24	1.09015e+03	2.32729e-22	1.09015e+03	4.41078e-22	1.09015e+03	2.32729e-22	1.09015e+03	9.66776e-25
1.09050e+03	1.61504e-24	1.09050e+03	2.31515e-22	1.09050e+03	3.94408e-22	1.09050e+03	2.31515e-22	1.09050e+03	9.48022e-25
1.09085e+03	1.65753e-24	1.09085e+03	2.31559e-22	1.09085e+03	4.10635e-22	1.09085e+03	2.31559e-22	1.09085e+03	9.34689e-25
1.09120e+03	1.63522e-24	1.09120e+03	2.31344e-22	1.09120e+03	4.10960e-22	1.09120e+03	2.31344e-22	1.09120e+03	9.20525e-25
1.09155e+03	1.50526e-24	1.09155e+03	2.29233e-22	1.09155e+03	3.83758e-22	1.09155e+03	2.29233e-22	1.09155e+03	8.99143e-25
1.09190e+03	9.51612e-25	1.09190e+03	2.25328e-22	1.09190e+03	2.46110e-22	1.09190e+03	2.25328e-22	1.09190e+03	8.71257e-25
1.09225e+03	5.90244e-25	1.09225e+03	2.21291e-22	1.09225e+03	1.54852e-22	1.09225e+03	2.21291e-22	1.09225e+03	8.43486e-25
1.09260e+03	2.86431e-24	1.09260e+03	2.18480e-22	1.09260e+03	7.62287e-22	1.09260e+03	2.18480e-22	1.09260e+03	8.20944e-25
1.09295e+03	8.59016e-24	1.09295e+03	2.16833e-22	1.09295e+03	2.31904e-21	1.09295e+03	2.16833e-22	1.09295e+03	8.03191e-25
1.09330e+03	1.30520e-23	1.09330e+03	2.15680e-22	1.09330e+03	3.57428e-21	1.09330e+03	2.15680e-22	1.09330e+03	7.87586e-25
1.09365e+03	1.68060e-23	1.09365e+03	2.15006e-22	1.09365e+03	4.66851e-21	1.09365e+03	2.15006e-22	1.09365e+03	7.73992e-25
1.09400e+03	2.01744e-23	1.09400e+03	2.15260e-22	1.09400e+03	5.68475e-21	1.09400e+03	2.15260e-22	1.09400e+03	7.63928e-25
1.09435e+03	2.42304e-23	1.09435e+03	2.16089e-22	1.09435e+03	6.92570e-21	1.09435e+03	2.16089e-22	1.09435e+03	7.56013e-25
1.09470e+03	2.52826e-23	1.09470e+03	2.16053e-22	1.09470e+03	7.33018e-21	1.09470e+03	2.16053e-22	1.09470e+03	7.45193e-25
1.09505e+03	2.38453e-23	1.09505e+03	2.14031e-22	1.09505e+03	7.01262e-21	1.09505e+03	2.14031e-22	1.09505e+03	7.27777e-25
1.09540e+03	2.26018e-23	1.09540e+03	2.10530e-22	1.09540e+03	6.74219e-21	1.09540e+03	2.10530e-22	1.09540e+03	7.05757e-25
1.09575e+03	2.29025e-23	1.09575e+03	2.07072e-22	1.09575e+03	6.92976e-21	1.09575e+03	2.07072e-22	1.09575e+03	6.84361e-25
1.09610e+03	2.50350e-23	1.09610e+03	2.04381e-22	1.09610e+03	7.68347e-21	1.09610e+03	2.04381e-22	1.09610e+03	6.65935e-25
1.09645e+03	2.34634e-23	1.09645e+03	2.01793e-22	1.09645e+03	7.30414e-21	1.09645e+03	2.01793e-22	1.09645e+03	6.48228e-25
1.09680e+03	2.04820e-23	1.09680e+03	1.98643e-22	1.09680e+03	6.46719e-21	1.09680e+03	1.98643e-22	1.09680e+03	6.29113e-25
1.09715e+03	1.76442e-23	1.09715e+03	1.95632e-22	1.09715e+03	5.65076e-21	1.09715e+03	1.95632e-22	1.09715e+03	6.10850e-25
1.09750e+03	1.77243e-23	1.09750e+03	1.94153e-22	1.09750e+03	5.75747e-21	1.09750e+03	1.94153e-22	1.09750e+03	5.97697e-25
1.09785e+03	1.76994e-23	1.09785e+03	1.94380e-22	1.09785e+03	5.83144e-21	1.09785e+03	1.94380e-22	1.09785e+03	5.89977e-25
1.09820e+03	1.88085e-23	1.09820e+03	1.94790e-22	1.09820e+03	6.28523e-21	1.09820e+03	1.94790e-22	1.09820e+03	5.82907e-25
1.09855e+03	2.09251e-23	1.09855e+03	1.93943e-22	1.09855e+03	7.09219e-21	1.09855e+03	1.93943e-22	1.09855e+03	5.72218e-25
1.09890e+03	2.41615e-23	1.09890e+03	1.92271e-22	1.09890e+03	8.30573e-21	1.09890e+03	1.92271e-22	1.09890e+03	5.59320e-25
1.09925e+03	2.79997e-23	1.09925e+03	1.91461e-22	1.09925e+03	9.76215e-21	1.09925e+03	1.91461e-22	1.09925e+03	5.49145e-25
1.09960e+03	2.85770e-23	1.09960e+03	1.92167e-22	1.09960e+03	1.01051e-20	1.09960e+03	1.92167e-22	1.09960e+03	5.43442e-25
1.09995e+03	2.70515e-23	1.09995e+03	1.93042e-22	1.09995e+03	9.70170e-21	1.09995e+03	1.93042e-22	1.09995e+03	5.38265e-25
1.10030e+03	2.49388e-23	1.10030e+03	1.92358e-22	1.10030e+03	9.07105e-21	1.10030e+03	1.92358e-22	1.10030e+03	5.28843e-25
1.10065e+03	2.28615e-23	1.10065e+03	1.90124e-22	1.10065e+03	8.43355e-21	1.10065e+03	1.90124e-22	1.10065e+03	5.15385e-25
