sigma_a_Yb:FP15_x	sigma_a_Yb:FP15_y	sigma_e_Füchtbauer_x	sigma_e_Füchtbauer_y	sigma_e_McCumber_x	sigma_e_McCumber_y	sigma_e_average_x	sigma_e_average_y	sigma_a_average_x	sigma_a_average_y
9.19350e+02	1.68937e-21	9.19350e+02	2.00171e-22	9.19350e+02	9.97805e-23	9.19350e+02	9.97805e-23	9.19350e+02	1.68937e-21
9.19700e+02	1.71156e-21	9.19700e+02	2.06350e-22	9.19700e+02	1.03153e-22	9.19700e+02	1.03153e-22	9.19700e+02	1.71156e-21
9.20050e+02	1.73835e-21	9.20050e+02	2.09319e-22	9.20050e+02	1.06902e-22	9.20050e+02	1.06902e-22	9.20050e+02	1.73835e-21
9.20400e+02	1.76731e-21	9.20400e+02	2.10987e-22	9.20400e+02	1.10897e-22	9.20400e+02	1.10897e-22	9.20400e+02	1.76731e-21
9.20750e+02	1.79935e-21	9.20750e+02	2.14911e-22	9.20750e+02	1.15205e-22	9.20750e+02	1.15205e-22	9.20750e+02	1.79935e-21
9.21100e+02	1.83481e-21	9.21100e+02	2.22031e-22	9.21100e+02	1.19864e-22	9.21100e+02	1.19864e-22	9.21100e+02	1.83481e-21
9.21450e+02	1.87367e-21	9.21450e+02	2.29841e-22	9.21450e+02	1.24890e-22	9.21450e+02	1.24890e-22	9.21450e+02	1.87367e-21
9.21800e+02	1.91510e-21	9.21800e+02	2.35991e-22	9.21800e+02	1.30243e-22	9.21800e+02	1.30243e-22	9.21800e+02	1.91510e-21
9.22150e+02	1.95932e-21	9.22150e+02	2.41637e-22	9.22150e+02	1.35954e-22	9.22150e+02	1.35954e-22	9.22150e+02	1.95932e-21
9.22500e+02	2.00739e-21	9.22500e+02	2.50091e-22	9.22500e+02	1.42113e-22	9.22500e+02	1.42113e-22	9.22500e+02	2.00739e-21
9.22850e+02	2.05798e-21	9.22850e+02	2.62362e-22	9.22850e+02	1.48646e-22	9.22850e+02	1.48646e-22	9.22850e+02	2.05798e-21
9.23200e+02	2.11189e-21	9.23200e+02	2.75306e-22	9.23200e+02	1.55627e-22	9.23200e+02	1.55627e-22	9.23200e+02	2.11189e-21
9.23550e+02	2.16779e-21	9.23550e+02	2.85028e-22	9.23550e+02	1.62977e-22	9.23550e+02	1.62977e-22	9.23550e+02	2.16779e-21
9.23900e+02	2.22612e-21	9.23900e+02	2.91506e-22	9.23900e+02	1.70745e-22	9.23900e+02	1.70745e-22	9.23900e+02	2.22612e-21
9.24250e+02	2.28882e-21	9.24250e+02	2.98751e-22	9.24250e+02	1.79099e-22	9.24250e+02	1.79099e-22	9.24250e+02	2.28882e-21
9.24600e+02	2.35195e-21	9.24600e+02	3.10229e-22	9.24600e+02	1.87753e-22	9.24600e+02	1.87753e-22	9.24600e+02	2.35195e-21
9.24950e+02	2.41632e-21	9.24950e+02	3.25059e-22	9.24950e+02	1.96781e-22	9.24950e+02	1.96781e-22	9.24950e+02	2.41632e-21
9.25300e+02	2.48203e-21	9.25300e+02	3.39394e-22	9.25300e+02	2.06205e-22	9.25300e+02	2.06205e-22	9.25300e+02	2.48203e-21
9.25650e+02	2.54931e-21	9.25650e+02	3.50952e-22	9.25650e+02	2.16058e-22	9.25650e+02	2.16058e-22	9.25650e+02	2.54931e-21
9.26000e+02	2.61533e-21	9.26000e+02	3.61113e-22	9.26000e+02	2.26113e-22	9.26000e+02	2.26113e-22	9.26000e+02	2.61533e-21
9.26350e+02	2.68062e-21	9.26350e+02	3.72467e-22	9.26350e+02	2.36416e-22	9.26350e+02	2.36416e-22	9.26350e+02	2.68062e-21
9.26700e+02	2.74609e-21	9.26700e+02	3.85474e-22	9.26700e+02	2.47054e-22	9.26700e+02	2.47054e-22	9.26700e+02	2.74609e-21
9.27050e+02	2.80939e-21	9.27050e+02	3.98499e-22	9.27050e+02	2.57822e-22	9.27050e+02	2.57822e-22	9.27050e+02	2.80939e-21
9.27400e+02	2.87134e-21	9.27400e+02	4.10662e-22	9.27400e+02	2.68793e-22	9.27400e+02	2.68793e-22	9.27400e+02	2.87134e-21
9.27750e+02	2.92770e-21	9.27750e+02	4.23320e-22	9.27750e+02	2.79561e-22	9.27750e+02	2.79561e-22	9.27750e+02	2.92770e-21
9.28100e+02	2.98093e-21	9.28100e+02	4.38172e-22	9.28100e+02	2.90344e-22	9.28100e+02	2.90344e-22	9.28100e+02	2.98093e-21
9.28450e+02	3.03226e-21	9.28450e+02	4.54706e-22	9.28450e+02	3.01254e-22	9.28450e+02	3.01254e-22	9.28450e+02	3.03226e-21
9.28800e+02	3.07846e-21	9.28800e+02	4.70466e-22	9.28800e+02	3.11959e-22	9.28800e+02	3.11959e-22	9.28800e+02	3.07846e-21
9.29150e+02	3.11856e-21	9.29150e+02	4.83729e-22	9.29150e+02	3.22336e-22	9.29150e+02	3.22336e-22	9.29150e+02	3.11856e-21
9.29500e+02	3.15211e-21	9.29500e+02	4.95015e-22	9.29500e+02	3.32309e-22	9.29500e+02	3.32309e-22	9.29500e+02	3.15211e-21
9.29850e+02	3.18165e-21	9.29850e+02	5.05724e-22	9.29850e+02	3.42115e-22	9.29850e+02	3.42115e-22	9.29850e+02	3.18165e-21
9.30200e+02	3.20178e-21	9.30200e+02	5.16097e-22	9.30200e+02	3.51142e-22	9.30200e+02	3.51142e-22	9.30200e+02	3.20178e-21
9.30550e+02	3.21661e-21	9.30550e+02	5.25306e-22	9.30550e+02	3.59795e-22	9.30550e+02	3.59795e-22	9.30550e+02	3.21661e-21
9.30900e+02	3.22441e-21	9.30900e+02	5.33164e-22	9.30900e+02	3.67846e-22	9.30900e+02	3.67846e-22	9.30900e+02	3.22441e-21
9.31250e+02	3.22546e-21	9.31250e+02	5.40643e-22	9.31250e+02	3.75285e-22	9.31250e+02	3.75285e-22	9.31250e+02	3.22546e-21
9.31600e+02	3.22180e-21	9.31600e+02	5.48342e-22	9.31600e+02	3.82308e-22	9.31600e+02	3.82308e-22	9.31600e+02	3.22180e-21
9.31950e+02	3.20969e-21	9.31950e+02	5.55294e-22	9.31950e+02	3.88435e-22	9.31950e+02	3.88435e-22	9.31950e+02	3.20969e-21
9.32300e+02	3.19092e-21	9.32300e+02	5.60141e-22	9.32300e+02	3.93826e-22	9.32300e+02	3.93826e-22	9.32300e+02	3.19092e-21
9.32650e+02	3.16570e-21	9.32650e+02	5.63164e-22	9.32650e+02	3.98461e-22	9.32650e+02	3.98461e-22	9.32650e+02	3.16570e-21
9.33000e+02	3.13626e-21	9.33000e+02	5.66148e-22	9.33000e+02	4.02577e-22	9.33000e+02	4.02577e-22	9.33000e+02	3.13626e-21
9.33350e+02	3.09987e-21	9.33350e+02	5.69977e-22	9.33350e+02	4.05784e-22	9.33350e+02	4.05784e-22	9.33350e+02	3.09987e-21
9.33700e+02	3.06082e-21	9.33700e+02	5.73264e-22	9.33700e+02	4.08598e-22	9.33700e+02	4.08598e-22	9.33700e+02	3.06082e-21
9.34050e+02	3.01898e-21	9.34050e+02	5.74198e-22	9.34050e+02	4.10980e-22	9.34050e+02	4.10980e-22	9.34050e+02	3.01898e-21
9.34400e+02	2.97657e-21	9.34400e+02	5.73372e-22	9.34400e+02	4.13212e-22	9.34400e+02	4.13212e-22	9.34400e+02	2.97657e-21
9.34750e+02	2.93454e-21	9.34750e+02	5.73729e-22	9.34750e+02	4.15417e-22	9.34750e+02	4.15417e-22	9.34750e+02	2.93454e-21
9.35100e+02	2.89289e-21	9.35100e+02	5.77461e-22	9.35100e+02	4.17599e-22	9.35100e+02	4.17599e-22	9.35100e+02	2.89289e-21
9.35450e+02	2.85275e-21	9.35450e+02	5.83742e-22	9.35450e+02	4.19920e-22	9.35450e+02	4.19920e-22	9.35450e+02	2.85275e-21
9.35800e+02	2.81564e-21	9.35800e+02	5.90032e-22	9.35800e+02	4.22621e-22	9.35800e+02	4.22621e-22	9.35800e+02	2.81564e-21
9.36150e+02	2.78103e-21	9.36150e+02	5.94887e-22	9.36150e+02	4.25641e-22	9.36150e+02	4.25641e-22	9.36150e+02	2.78103e-21
9.36500e+02	2.75017e-21	9.36500e+02	5.98471e-22	9.36500e+02	4.29194e-22	9.36500e+02	4.29194e-22	9.36500e+02	2.75017e-21
9.36850e+02	2.72180e-21	9.36850e+02	6.00684e-22	9.36850e+02	4.33114e-22	9.36850e+02	4.33114e-22	9.36850e+02	2.72180e-21
9.37200e+02	2.69710e-21	9.37200e+02	6.00543e-22	9.37200e+02	4.37610e-22	9.37200e+02	4.37610e-22	9.37200e+02	2.69710e-21
9.37550e+02	2.67577e-21	9.37550e+02	5.98447e-22	9.37550e+02	4.42667e-22	9.37550e+02	4.42667e-22	9.37550e+02	2.67577e-21
9.37900e+02	2.65603e-21	9.37900e+02	5.97948e-22	9.37900e+02	4.48015e-22	9.37900e+02	4.48015e-22	9.37900e+02	2.65603e-21
9.38250e+02	2.64068e-21	9.38250e+02	6.03219e-22	9.38250e+02	4.54152e-22	9.38250e+02	4.54152e-22	9.38250e+02	2.64068e-21
9.38600e+02	2.62876e-21	9.38600e+02	6.14273e-22	9.38600e+02	4.60952e-22	9.38600e+02	4.60952e-22	9.38600e+02	2.62876e-21
9.38950e+02	2.62017e-21	9.38950e+02	6.26220e-22	9.38950e+02	4.68433e-22	9.38950e+02	4.68433e-22	9.38950e+02	2.62017e-21
9.39300e+02	2.61519e-21	9.39300e+02	6.34693e-22	9.39300e+02	4.76682e-22	9.39300e+02	4.76682e-22	9.39300e+02	2.61519e-21
9.39650e+02	2.61432e-21	9.39650e+02	6.41369e-22	9.39650e+02	4.85829e-22	9.39650e+02	4.85829e-22	9.39650e+02	2.61432e-21
9.40000e+02	2.61504e-21	9.40000e+02	6.52288e-22	9.40000e+02	4.95447e-22	9.40000e+02	4.95447e-22	9.40000e+02	2.61504e-21
9.40350e+02	2.61757e-21	9.40350e+02	6.70210e-22	9.40350e+02	5.05598e-22	9.40350e+02	5.05598e-22	9.40350e+02	2.61757e-21
9.40700e+02	2.62265e-21	9.40700e+02	6.90274e-22	9.40700e+02	5.16452e-22	9.40700e+02	5.16452e-22	9.40700e+02	2.62265e-21
9.41050e+02	2.63060e-21	9.41050e+02	7.04884e-22	9.41050e+02	5.28105e-22	9.41050e+02	5.28105e-22	9.41050e+02	2.63060e-21
9.41400e+02	2.64238e-21	9.41400e+02	7.12454e-22	9.41400e+02	5.40792e-22	9.41400e+02	5.40792e-22	9.41400e+02	2.64238e-21
9.41750e+02	2.65634e-21	9.41750e+02	7.19497e-22	9.41750e+02	5.54218e-22	9.41750e+02	5.54218e-22	9.41750e+02	2.65634e-21
9.42100e+02	2.67269e-21	9.42100e+02	7.33424e-22	9.42100e+02	5.68465e-22	9.42100e+02	5.68465e-22	9.42100e+02	2.67269e-21
9.42450e+02	2.69211e-21	9.42450e+02	7.54654e-22	9.42450e+02	5.83712e-22	9.42450e+02	5.83712e-22	9.42450e+02	2.69211e-21
9.42800e+02	2.71329e-21	9.42800e+02	7.77159e-22	9.42800e+02	5.99717e-22	9.42800e+02	5.99717e-22	9.42800e+02	2.71329e-21
9.43150e+02	2.73433e-21	9.43150e+02	7.95997e-22	9.43150e+02	6.16084e-22	9.43150e+02	6.16084e-22	9.43150e+02	2.73433e-21
9.43500e+02	2.75789e-21	9.43500e+02	8.12313e-22	9.43500e+02	6.33428e-22	9.43500e+02	6.33428e-22	9.43500e+02	2.75789e-21
9.43850e+02	2.78463e-21	9.43850e+02	8.30545e-22	9.43850e+02	6.51948e-22	9.43850e+02	6.51948e-22	9.43850e+02	2.78463e-21
9.44200e+02	2.81440e-21	9.44200e+02	8.52691e-22	9.44200e+02	6.71664e-22	9.44200e+02	6.71664e-22	9.44200e+02	2.81440e-21
9.44550e+02	2.84481e-21	9.44550e+02	8.77102e-22	9.44550e+02	6.92044e-22	9.44550e+02	6.92044e-22	9.44550e+02	2.84481e-21
9.44900e+02	2.87619e-21	9.44900e+02	9.01986e-22	9.44900e+02	7.13189e-22	9.44900e+02	7.13189e-22	9.44900e+02	2.87619e-21
9.45250e+02	2.90880e-21	9.45250e+02	9.27518e-22	9.45250e+02	7.35195e-22	9.45250e+02	7.35195e-22	9.45250e+02	2.90880e-21
9.45600e+02	2.94427e-21	9.45600e+02	9.53709e-22	9.45600e+02	7.58510e-22	9.45600e+02	7.58510e-22	9.45600e+02	2.94427e-21
9.45950e+02	2.98076e-21	9.45950e+02	9.78387e-22	9.45950e+02	7.82707e-22	9.45950e+02	7.82707e-22	9.45950e+02	2.98076e-21
9.46300e+02	3.01622e-21	9.46300e+02	9.99603e-22	9.46300e+02	8.07271e-22	9.46300e+02	8.07271e-22	9.46300e+02	3.01622e-21
9.46650e+02	3.05394e-21	9.46650e+02	1.01941e-21	9.46650e+02	8.33092e-22	9.46650e+02	8.33092e-22	9.46650e+02	3.05394e-21
9.47000e+02	3.09325e-21	9.47000e+02	1.04258e-21	9.47000e+02	8.60039e-22	9.47000e+02	8.60039e-22	9.47000e+02	3.09325e-21
9.47350e+02	3.13087e-21	9.47350e+02	1.07050e-21	9.47350e+02	8.87223e-22	9.47350e+02	8.87223e-22	9.47350e+02	3.13087e-21
9.47700e+02	3.16753e-21	9.47700e+02	1.09846e-21	9.47700e+02	9.14842e-22	9.47700e+02	9.14842e-22	9.47700e+02	3.16753e-21
9.48050e+02	3.20540e-21	9.48050e+02	1.12140e-21	9.48050e+02	9.43541e-22	9.48050e+02	9.43541e-22	9.48050e+02	3.20540e-21
9.48400e+02	3.24327e-21	9.48400e+02	1.14171e-21	9.48400e+02	9.72987e-22	9.48400e+02	9.72987e-22	9.48400e+02	3.24327e-21
9.48750e+02	3.28399e-21	9.48750e+02	1.16818e-21	9.48750e+02	1.00408e-21	9.48750e+02	1.00408e-21	9.48750e+02	3.28399e-21
9.49100e+02	3.32132e-21	9.49100e+02	1.20601e-21	9.49100e+02	1.03493e-21	9.49100e+02	1.03493e-21	9.49100e+02	3.32132e-21
9.49450e+02	3.35804e-21	9.49450e+02	1.24956e-21	9.49450e+02	1.06638e-21	9.49450e+02	1.06638e-21	9.49450e+02	3.35804e-21
9.49800e+02	3.39463e-21	9.49800e+02	1.28784e-21	9.49800e+02	1.09860e-21	9.49800e+02	1.09860e-21	9.49800e+02	3.39463e-21
9.50150e+02	3.43119e-21	9.50150e+02	1.31649e-21	9.50150e+02	1.13164e-21	9.50150e+02	1.13164e-21	9.50150e+02	3.43119e-21
9.50500e+02	3.46391e-21	9.50500e+02	1.34181e-21	9.50500e+02	1.16424e-21	9.50500e+02	1.16424e-21	9.50500e+02	3.46391e-21
9.50850e+02	3.49402e-21	9.50850e+02	1.37222e-21	9.50850e+02	1.19675e-21	9.50850e+02	1.19675e-21	9.50850e+02	3.49402e-21
9.51200e+02	3.52163e-21	9.51200e+02	1.40864e-21	9.51200e+02	1.22919e-21	9.51200e+02	1.22919e-21	9.51200e+02	3.52163e-21
9.51550e+02	3.54816e-21	9.51550e+02	1.44606e-21	9.51550e+02	1.26203e-21	9.51550e+02	1.26203e-21	9.51550e+02	3.54816e-21
9.51900e+02	3.57432e-21	9.51900e+02	1.48286e-21	9.51900e+02	1.29553e-21	9.51900e+02	1.29553e-21	9.51900e+02	3.57432e-21
9.52250e+02	3.59683e-21	9.52250e+02	1.52359e-21	9.52250e+02	1.32848e-21	9.52250e+02	1.32848e-21	9.52250e+02	3.59683e-21
9.52600e+02	3.61908e-21	9.52600e+02	1.57020e-21	9.52600e+02	1.36209e-21	9.52600e+02	1.36209e-21	9.52600e+02	3.61908e-21
9.52950e+02	3.64020e-21	9.52950e+02	1.61443e-21	9.52950e+02	1.39605e-21	9.52950e+02	1.39605e-21	9.52950e+02	3.64020e-21
9.53300e+02	3.66211e-21	9.53300e+02	1.64435e-21	9.53300e+02	1.43109e-21	9.53300e+02	1.43109e-21	9.53300e+02	3.66211e-21
9.53650e+02	3.68109e-21	9.53650e+02	1.65965e-21	9.53650e+02	1.46578e-21	9.53650e+02	1.46578e-21	9.53650e+02	3.68109e-21
9.54000e+02	3.69619e-21	9.54000e+02	1.67599e-21	9.54000e+02	1.49967e-21	9.54000e+02	1.49967e-21	9.54000e+02	3.69619e-21
9.54350e+02	3.70826e-21	9.54350e+02	1.70983e-21	9.54350e+02	1.53305e-21	9.54350e+02	1.53305e-21	9.54350e+02	3.70826e-21
9.54700e+02	3.71917e-21	9.54700e+02	1.76006e-21	9.54700e+02	1.56664e-21	9.54700e+02	1.56664e-21	9.54700e+02	3.71917e-21
9.55050e+02	3.72904e-21	9.55050e+02	1.80866e-21	9.55050e+02	1.60049e-21	9.55050e+02	1.60049e-21	9.55050e+02	3.72904e-21
9.55400e+02	3.73549e-21	9.55400e+02	1.84099e-21	9.55400e+02	1.63353e-21	9.55400e+02	1.63353e-21	9.55400e+02	3.73549e-21
9.55750e+02	3.74313e-21	9.55750e+02	1.86245e-21	9.55750e+02	1.66777e-21	9.55750e+02	1.66777e-21	9.55750e+02	3.74313e-21
9.56100e+02	3.74980e-21	9.56100e+02	1.89166e-21	9.56100e+02	1.70225e-21	9.56100e+02	1.70225e-21	9.56100e+02	3.74980e-21
9.56450e+02	3.75533e-21	9.56450e+02	1.93838e-21	9.56450e+02	1.73689e-21	9.56450e+02	1.73689e-21	9.56450e+02	3.75533e-21
9.56800e+02	3.75775e-21	9.56800e+02	1.99198e-21	9.56800e+02	1.77073e-21	9.56800e+02	1.77073e-21	9.56800e+02	3.75775e-21
9.57150e+02	3.75871e-21	9.57150e+02	2.03349e-21	9.57150e+02	1.80451e-21	9.57150e+02	1.80451e-21	9.57150e+02	3.75871e-21
9.57500e+02	3.75791e-21	9.57500e+02	2.05624e-21	9.57500e+02	1.83805e-21	9.57500e+02	1.83805e-21	9.57500e+02	3.75791e-21
9.57850e+02	3.75810e-21	9.57850e+02	2.07202e-21	9.57850e+02	1.87268e-21	9.57850e+02	1.87268e-21	9.57850e+02	3.75810e-21
9.58200e+02	3.75880e-21	9.58200e+02	2.09781e-21	9.58200e+02	1.90820e-21	9.58200e+02	1.90820e-21	9.58200e+02	3.75880e-21
9.58550e+02	3.75692e-21	9.58550e+02	2.13991e-21	9.58550e+02	1.94302e-21	9.58550e+02	1.94302e-21	9.58550e+02	3.75692e-21
9.58900e+02	3.75886e-21	9.58900e+02	2.19159e-21	9.58900e+02	1.98047e-21	9.58900e+02	1.98047e-21	9.58900e+02	3.75886e-21
9.59250e+02	3.75904e-21	9.59250e+02	2.24289e-21	9.59250e+02	2.01767e-21	9.59250e+02	2.01767e-21	9.59250e+02	3.75904e-21
9.59600e+02	3.76007e-21	9.59600e+02	2.28926e-21	9.59600e+02	2.05601e-21	9.59600e+02	2.05601e-21	9.59600e+02	3.76007e-21
9.59950e+02	3.75945e-21	9.59950e+02	2.33190e-21	9.59950e+02	2.09412e-21	9.59950e+02	2.09412e-21	9.59950e+02	3.75945e-21
9.60300e+02	3.75847e-21	9.60300e+02	2.37364e-21	9.60300e+02	2.13271e-21	9.60300e+02	2.13271e-21	9.60300e+02	3.75847e-21
9.60650e+02	3.75740e-21	9.60650e+02	2.41612e-21	9.60650e+02	2.17192e-21	9.60650e+02	2.17192e-21	9.60650e+02	3.75740e-21
9.61000e+02	3.75742e-21	9.61000e+02	2.45910e-21	9.61000e+02	2.21248e-21	9.61000e+02	2.21248e-21	9.61000e+02	3.75742e-21
9.61350e+02	3.75581e-21	9.61350e+02	2.49997e-21	9.61350e+02	2.25278e-21	9.61350e+02	2.25278e-21	9.61350e+02	3.75581e-21
9.61700e+02	3.75378e-21	9.61700e+02	2.53557e-21	9.61700e+02	2.29352e-21	9.61700e+02	2.29352e-21	9.61700e+02	3.75378e-21
9.62050e+02	3.75420e-21	9.62050e+02	2.56685e-21	9.62050e+02	2.33650e-21	9.62050e+02	2.33650e-21	9.62050e+02	3.75420e-21
9.62400e+02	3.75567e-21	9.62400e+02	2.60145e-21	9.62400e+02	2.38091e-21	9.62400e+02	2.38091e-21	9.62400e+02	3.75567e-21
9.62750e+02	3.75891e-21	9.62750e+02	2.64798e-21	9.62750e+02	2.42729e-21	9.62750e+02	2.42729e-21	9.62750e+02	3.75891e-21
9.63100e+02	3.76024e-21	9.63100e+02	2.70601e-21	9.63100e+02	2.47326e-21	9.63100e+02	2.47326e-21	9.63100e+02	3.76024e-21
9.63450e+02	3.76062e-21	9.63450e+02	2.76490e-21	9.63450e+02	2.51944e-21	9.63450e+02	2.51944e-21	9.63450e+02	3.76062e-21
9.63800e+02	3.76066e-21	9.63800e+02	2.81618e-21	9.63800e+02	2.56622e-21	9.63800e+02	2.56622e-21	9.63800e+02	3.76066e-21
9.64150e+02	3.76149e-21	9.64150e+02	2.86551e-21	9.64150e+02	2.61438e-21	9.64150e+02	2.61438e-21	9.64150e+02	3.76149e-21
9.64500e+02	3.76050e-21	9.64500e+02	2.92668e-21	9.64500e+02	2.66212e-21	9.64500e+02	2.66212e-21	9.64500e+02	3.76050e-21
9.64850e+02	3.76088e-21	9.64850e+02	3.00181e-21	9.64850e+02	2.71169e-21	9.64850e+02	2.71283e-21	9.64850e+02	3.76247e-21
9.65200e+02	3.76404e-21	9.65200e+02	3.07324e-21	9.65200e+02	2.76418e-21	9.65200e+02	2.76903e-21	9.65200e+02	3.77065e-21
9.65550e+02	3.77062e-21	9.65550e+02	3.12228e-21	9.65550e+02	2.82020e-21	9.65550e+02	2.83081e-21	9.65550e+02	3.78480e-21
9.65900e+02	3.78227e-21	9.65900e+02	3.15515e-21	9.65900e+02	2.88117e-21	9.65900e+02	2.89812e-21	9.65900e+02	3.80451e-21
9.66250e+02	3.79672e-21	9.66250e+02	3.20187e-21	9.66250e+02	2.94558e-21	9.66250e+02	2.97005e-21	9.66250e+02	3.82827e-21
9.66600e+02	3.81366e-21	9.66600e+02	3.28381e-21	9.66600e+02	3.01330e-21	9.66600e+02	3.04996e-21	9.66600e+02	3.86006e-21
9.66950e+02	3.83818e-21	9.66950e+02	3.38685e-21	9.66950e+02	3.08858e-21	9.66950e+02	3.14265e-21	9.66950e+02	3.90538e-21
9.67300e+02	3.86869e-21	9.67300e+02	3.47597e-21	9.67300e+02	3.17047e-21	9.67300e+02	3.24137e-21	9.67300e+02	3.95520e-21
9.67650e+02	3.90367e-21	9.67650e+02	3.53783e-21	9.67650e+02	3.25802e-21	9.67650e+02	3.33836e-21	9.67650e+02	3.99992e-21
9.68000e+02	3.94841e-21	9.68000e+02	3.60029e-21	9.68000e+02	3.35598e-21	9.68000e+02	3.44039e-21	9.68000e+02	4.04772e-21
9.68350e+02	3.99985e-21	9.68350e+02	3.70220e-21	9.68350e+02	3.46219e-21	9.68350e+02	3.55971e-21	9.68350e+02	4.11251e-21
9.68700e+02	4.06398e-21	9.68700e+02	3.84779e-21	9.68700e+02	3.58231e-21	9.68700e+02	3.70671e-21	9.68700e+02	4.20511e-21
9.69050e+02	4.13652e-21	9.69050e+02	4.00182e-21	9.69050e+02	3.71317e-21	9.69050e+02	3.86655e-21	9.69050e+02	4.30739e-21
9.69400e+02	4.22263e-21	9.69400e+02	4.13379e-21	9.69400e+02	3.85998e-21	9.69400e+02	4.02254e-21	9.69400e+02	4.40046e-21
9.69750e+02	4.32516e-21	9.69750e+02	4.25813e-21	9.69750e+02	4.02617e-21	9.69750e+02	4.17799e-21	9.69750e+02	4.48826e-21
9.70100e+02	4.45690e-21	9.70100e+02	4.42095e-21	9.70100e+02	4.22478e-21	9.70100e+02	4.36463e-21	9.70100e+02	4.60443e-21
9.70450e+02	4.61835e-21	9.70450e+02	4.64956e-21	9.70450e+02	4.45793e-21	9.70450e+02	4.60509e-21	9.70450e+02	4.77080e-21
9.70800e+02	4.81119e-21	9.70800e+02	4.92756e-21	9.70800e+02	4.72900e-21	9.70800e+02	4.89156e-21	9.70800e+02	4.97658e-21
9.71150e+02	5.05257e-21	9.71150e+02	5.22618e-21	9.71150e+02	5.05700e-21	9.71150e+02	5.20325e-21	9.71150e+02	5.19869e-21
9.71500e+02	5.36510e-21	9.71500e+02	5.55264e-21	9.71500e+02	5.46786e-21	9.71500e+02	5.54455e-21	9.71500e+02	5.44034e-21
9.71850e+02	5.74321e-21	9.71850e+02	5.95664e-21	9.71850e+02	5.96002e-21	9.71850e+02	5.95685e-21	9.71850e+02	5.74016e-21
9.72200e+02	6.14235e-21	9.72200e+02	6.49093e-21	9.72200e+02	6.49045e-21	9.72200e+02	6.49091e-21	9.72200e+02	6.14279e-21
9.72550e+02	6.57462e-21	9.72550e+02	7.17856e-21	9.72550e+02	7.07380e-21	9.72550e+02	7.17692e-21	9.72550e+02	6.67046e-21
9.72900e+02	6.96536e-21	9.72900e+02	8.02348e-21	9.72900e+02	7.63066e-21	9.72900e+02	8.02193e-21	9.72900e+02	7.32252e-21
9.73250e+02	7.27551e-21	9.73250e+02	9.03518e-21	9.73250e+02	8.11544e-21	9.73250e+02	9.03518e-21	9.73250e+02	8.10007e-21
9.73600e+02	7.52341e-21	9.73600e+02	1.02143e-20	9.73600e+02	8.54453e-21	9.73600e+02	1.02143e-20	9.73600e+02	8.99366e-21
9.73950e+02	7.66448e-21	9.73950e+02	1.15004e-20	9.73950e+02	8.86289e-21	9.73950e+02	1.15004e-20	9.73950e+02	9.94537e-21
9.74300e+02	7.73077e-21	9.74300e+02	1.27477e-20	9.74300e+02	9.10183e-21	9.74300e+02	1.27477e-20	9.74300e+02	1.08274e-20
9.74650e+02	7.77216e-21	9.74650e+02	1.37788e-20	9.74650e+02	9.31657e-21	9.74650e+02	1.37788e-20	9.74650e+02	1.14947e-20
9.75000e+02	7.77220e-21	9.75000e+02	1.44790e-20	9.75000e+02	9.48550e-21	9.75000e+02	1.44790e-20	9.75000e+02	1.18638e-20
9.75350e+02	7.76388e-21	9.75350e+02	1.48406e-20	9.75350e+02	9.64700e-21	9.75350e+02	1.48406e-20	9.75350e+02	1.19437e-20
9.75700e+02	7.78399e-21	9.75700e+02	1.49173e-20	9.75700e+02	9.84706e-21	9.75700e+02	1.49173e-20	9.75700e+02	1.17920e-20
9.76050e+02	7.76556e-21	9.76050e+02	1.47466e-20	9.76050e+02	1.00014e-20	9.76050e+02	1.47466e-20	9.76050e+02	1.14499e-20
9.76400e+02	7.72584e-21	9.76400e+02	1.43275e-20	9.76400e+02	1.01301e-20	9.76400e+02	1.43275e-20	9.76400e+02	1.09270e-20
9.76750e+02	7.66834e-21	9.76750e+02	1.36687e-20	9.76750e+02	1.02364e-20	9.76750e+02	1.36687e-20	9.76750e+02	1.02396e-20
9.77100e+02	7.52688e-21	9.77100e+02	1.28381e-20	9.77100e+02	1.02289e-20	9.77100e+02	1.28381e-20	9.77100e+02	9.44688e-21
9.77450e+02	7.29619e-21	9.77450e+02	1.19491e-20	9.77450e+02	1.00942e-20	9.77450e+02	1.19491e-20	9.77450e+02	8.63689e-21
9.77800e+02	6.98707e-21	9.77800e+02	1.10981e-20	9.77800e+02	9.84077e-21	9.77800e+02	1.10981e-20	9.77800e+02	7.87980e-21
9.78150e+02	6.58622e-21	9.78150e+02	1.03246e-20	9.78150e+02	9.44327e-21	9.78150e+02	1.03246e-20	9.78150e+02	7.20091e-21
9.78500e+02	6.15381e-21	9.78500e+02	9.62742e-21	9.78500e+02	8.98208e-21	9.78500e+02	9.62742e-21	9.78500e+02	6.59594e-21
9.78850e+02	5.70965e-21	9.78850e+02	9.00483e-21	9.78850e+02	8.48366e-21	9.78850e+02	9.00483e-21	9.78850e+02	6.06040e-21
9.79200e+02	5.27578e-21	9.79200e+02	8.46522e-21	9.79200e+02	7.97988e-21	9.79200e+02	8.46522e-21	9.79200e+02	5.59666e-21
9.79550e+02	4.89266e-21	9.79550e+02	8.00630e-21	9.79550e+02	7.53329e-21	9.79550e+02	8.00630e-21	9.79550e+02	5.19987e-21
